sex,targetUttCode,featuresPresent,normResponse2,obj1,trial_type,blockNr,obj2,name,normResponse1,numFeatures,certainty,uttCode,utterance,pref2,targetFeature,targetFeatureNum,response0,Answer.time_in_minutes,normResponse0,response1,response2,workerid,slide_number,pref3,item,pref1,obj3 
female,22b2b-2,"['cloud', 'square', 'striped', 'polka-dotted']",0.13043478260869565,121,task,0,331,,0.13043478260869565,4,,22b2b,striped,red,color,3,0.85,8.576966666666667,0.7391304347826088,0.15,0.15,20,4,green,4862,blue,132
female,321-2,"['circle', 'solid', 'striped', 'polka-dotted']",0,211,task,0,231,,0.85,4,,321,circle,red,color,3,0.15,8.576966666666667,0.15,0.85,0,20,5,green,3081,blue,222
female,211-3,"['circle', 'square', 'solid', 'striped', 'polka-dotted']",0.1935483870967742,311,task,0,222,,0.16129032258064516,5,,211,solid,red,color,3,1,8.576966666666667,0.6451612903225806,0.25,0.3,20,6,green,23802,blue,233
,,,,,,,,,,,0.75,,,,,,,8.576966666666667,,,,20,,,,,
female,321-2,"['solid', 'striped', 'polka-dotted', 'red']",0.3,212,task,1,322,,0.35,4,,321,striped,circle,shape,1,0.35,8.576966666666667,0.35,0.35,0.3,20,11,square,6610,cloud,232
female,321-3,"['striped', 'blue', 'green']",0.19047619047619047,321,task,1,123,,0.6190476190476191,3,,321,green,circle,shape,1,0.2,8.576966666666667,0.19047619047619047,0.65,0.2,20,12,square,17550,cloud,223
female,211-3,"['solid', 'striped', 'blue', 'red', 'green']",0,311,task,1,122,,0.8421052631578947,5,,211,solid,circle,shape,1,0.15,8.576966666666667,0.15789473684210525,0.8,0,20,13,square,10370,cloud,213
female,22a2b-2a,"['solid', 'striped', 'blue', 'red']",0.045454545454545456,221,task,1,312,,0.7727272727272726,4,,22a2b,blue,circle,shape,1,0.2,8.576966666666667,0.18181818181818182,0.85,0.05,20,14,square,4230,cloud,322
,,,,,,,,,,,0.4,,,,,,,8.576966666666667,,,,20,,,,,
female,22b2b-2,"['solid', 'polka-dotted', 'blue', 'red']",0.24137931034482754,231,task,2,212,,0.4827586206896551,4,,22b2b,red,circle,shape,1,0.4,8.576966666666667,0.27586206896551724,0.7,0.35,20,19,square,5070,cloud,132
female,311-3,"['solid', 'striped', 'polka-dotted', 'blue']",0.25,211,task,2,321,,0.5,4,,311,polka-dotted,circle,shape,1,0.35,8.576966666666667,0.25,0.7,0.35,20,20,square,310,cloud,131
female,331-3,"['solid', 'red']",0.12,112,task,2,212,,0.6,2,,331,solid,circle,shape,1,0.35,8.576966666666667,0.27999999999999997,0.75,0.15,20,21,square,2190,cloud,312
female,321-3,"['striped', 'polka-dotted', 'red']",0.13333333333333333,322,task,2,132,,0.5333333333333333,3,,321,polka-dotted,circle,shape,1,0.5,8.576966666666667,0.3333333333333333,0.8,0.2,20,22,square,6790,cloud,232
,,,,,,,,,,,0.55,,,,,,,8.576966666666667,,,,20,,,,,
female,321-2,"['polka-dotted', 'blue', 'red', 'green']",0.2982456140350877,231,task,0,232,,0.3508771929824561,4,,321,green,circle,shape,1,1,5.162966666666667,0.3508771929824561,1,0.85,21,3,square,21510,cloud,133
female,22a2b-2b,"['striped', 'polka-dotted', 'blue', 'red']",0.3333333333333333,221,task,0,321,,0.3333333333333333,4,,22a2b,red,circle,shape,1,0.9,5.162966666666667,0.3333333333333333,0.9,0.9,21,4,square,5740,cloud,232
female,22a2b-2a,"['solid', 'polka-dotted', 'blue', 'green']",0.21621621621621623,231,task,0,113,,0.37837837837837834,4,,22a2b,polka-dotted,circle,shape,1,0.75,5.162966666666667,0.4054054054054054,0.7,0.4,21,5,square,24600,cloud,233
female,311-3,"['solid', 'striped', 'polka-dotted', 'red']",0.3333333333333333,312,task,0,122,,0.41025641025641024,4,,311,red,circle,shape,1,0.5,5.162966666666667,0.2564102564102564,0.8,0.65,21,6,square,6370,cloud,232
,,,,,,,,,,,0.7,,,,,,,5.162966666666667,,,,21,,,,,
female,22a2b-2a,"['cloud', 'circle', 'red', 'green']",0.27272727272727276,222,task,1,223,,0.09090909090909093,4,,22a2b,circle,striped,texture,2,0.7,5.162966666666667,0.6363636363636364,0.1,0.3,21,11,polka-dotted,22681,solid,133
female,322b-2,"['cloud', 'circle', 'red']",0.35135135135135137,212,task,1,122,,0.21621621621621623,3,,322b,red,striped,texture,2,0.8,5.162966666666667,0.43243243243243246,0.4,0.65,21,12,polka-dotted,3621,solid,222
female,22a2b-2b,"['cloud', 'circle', 'blue', 'green']",0.4857142857142857,211,task,1,231,,0.14285714285714285,4,,22a2b,blue,striped,texture,2,0.65,5.162966666666667,0.37142857142857144,0.25,0.85,21,13,polka-dotted,8381,solid,113
female,211-3,"['cloud', 'circle', 'square', 'red', 'green']",0.34285714285714286,112,task,1,323,,0.4571428571428572,5,,211,square,striped,texture,2,0.35,5.162966666666667,0.19999999999999998,0.8,0.6,21,14,polka-dotted,25621,solid,233
,,,,,,,,,,,0.35,,,,,,,5.162966666666667,,,,21,,,,,
female,22b2b-2,"['cloud', 'square', 'blue', 'green']",0.38709677419354843,121,task,2,113,,0.19354838709677422,4,,22b2b,blue,striped,texture,2,0.65,5.162966666666667,0.4193548387096775,0.3,0.6,21,19,polka-dotted,19271,solid,323
female,22a2b-2b,"['cloud', 'square', 'red', 'green']",0.16666666666666666,312,task,2,332,,0.3,4,,22a2b,red,striped,texture,2,0.8,5.162966666666667,0.5333333333333333,0.45,0.25,21,20,polka-dotted,9631,solid,113
female,22a2b-2b,"['circle', 'square', 'blue', 'red']",0.20588235294117643,221,task,2,231,,0.49999999999999994,4,,22a2b,blue,striped,texture,2,0.5,5.162966666666667,0.2941176470588235,0.85,0.35,21,21,polka-dotted,7051,solid,332
female,22a2b-2b,"['circle', 'square', 'blue', 'green']",0.3529411764705882,321,task,2,213,,0.2647058823529412,4,,22a2b,square,striped,texture,2,0.65,5.162966666666667,0.38235294117647056,0.45,0.6,21,22,polka-dotted,17161,solid,223
,,,,,,,,,,,0.3,,,,,,,5.162966666666667,,,,21,,,,,
male,321-2,"['solid', 'striped', 'polka-dotted', 'red']",0,212,task,0,122,,1,4,,321,solid,circle,shape,1,0,9.361266666666667,0,1,0,22,3,square,6360,cloud,232
male,22b2b-2,"['solid', 'polka-dotted', 'blue', 'green']",0,211,task,0,331,,1,4,,22b2b,green,circle,shape,1,0,9.361266666666667,0,1,0,22,4,square,23290,cloud,233
male,22a2b-2a,"['solid', 'polka-dotted', 'red', 'green']",0.37499999999999994,312,task,0,113,,0.625,4,,22a2b,red,circle,shape,1,0,9.361266666666667,0,1,0.6,22,5,square,21880,cloud,133
male,22a2b-2b,"['solid', 'striped', 'red', 'green']",0.3409090909090909,112,task,0,123,,0.45454545454545453,4,,22a2b,green,circle,shape,1,0.45,9.361266666666667,0.20454545454545453,1,0.75,22,6,square,19900,cloud,323
,,,,,,,,,,,0.7,,,,,,,9.361266666666667,,,,22,,,,,
male,322b-2,"['cloud', 'circle', 'green']",0.13513513513513511,113,task,1,213,,0.5405405405405405,3,,322b,green,striped,texture,2,0.6,9.361266666666667,0.3243243243243243,1,0.25,22,11,polka-dotted,17291,solid,223
male,321-3,"['square', 'blue', 'red']",0.5714285714285714,311,task,1,322,,0.34285714285714286,3,,321,square,striped,texture,2,0.15,9.361266666666667,0.08571428571428572,0.6,1,22,12,polka-dotted,7730,solid,332
male,22b1-3,"['cloud', 'circle', 'blue', 'red']",0.393939393939394,221,task,1,131,,0.6060606060606061,4,,22b1,circle,striped,texture,2,0,9.361266666666667,0,1,0.65,22,13,polka-dotted,1391,solid,212
male,321-3,"['circle', 'red', 'green']",0.11764705882352942,222,task,1,232,,0.5882352941176471,3,,321,circle,striped,texture,2,0.5,9.361266666666667,0.29411764705882354,1,0.2,22,14,polka-dotted,11020,solid,213
,,,,,,,,,,,0.7,,,,,,,9.361266666666667,,,,22,,,,,
male,22b1-2,"['cloud', 'circle', 'square', 'blue', 'red']",0.4444444444444445,211,task,2,331,,0.11111111111111112,5,,22b1,blue,striped,texture,2,0.8,9.361266666666667,0.4444444444444445,0.2,0.8,22,19,polka-dotted,4841,solid,132
male,22a2b-2b,"['cloud', 'circle', 'blue', 'green']",0.5,231,task,2,123,,0.1,4,,22a2b,cloud,striped,texture,2,0.8,9.361266666666667,0.4,0.2,1,22,20,polka-dotted,22411,solid,133
male,22a2b-2b,"['circle', 'square', 'blue', 'green']",0.48780487804878053,221,task,2,323,,0.3170731707317074,4,,22a2b,green,striped,texture,2,0.4,9.361266666666667,0.19512195121951223,0.65,1,22,21,polka-dotted,28571,solid,333
male,311-3,"['square', 'blue', 'red', 'green']",0.425531914893617,331,task,2,312,,0.2553191489361702,4,,311,square,striped,texture,2,0.75,9.361266666666667,0.3191489361702127,0.6,1,22,22,polka-dotted,18340,solid,323
,,,,,,,,,,,0.75,,,,,,,9.361266666666667,,,,22,,,,,
male,22a2b-2b,"['striped', 'polka-dotted', 'red', 'green']",0.5333333333333333,222,task,0,322,,0.13333333333333333,4,,22a2b,red,circle,shape,1,0.5,8.905166666666666,0.3333333333333333,0.2,0.8,23,3,square,24040,cloud,233
male,331-3,"['striped', 'blue']",0.8333333333333334,121,task,0,221,,0,2,,331,striped,circle,shape,1,0.2,8.905166666666666,0.16666666666666669,0,1,23,4,square,190,cloud,321
male,22a1-3,"['striped', 'polka-dotted', 'red', 'green']",1,232,task,0,123,,0,4,,22a1,green,circle,shape,1,0,8.905166666666666,0,0,1,23,5,square,19970,cloud,323
male,321-2,"['striped', 'blue', 'red', 'green']",0.8695652173913044,121,task,0,222,,0,4,,321,striped,circle,shape,1,0.15,8.905166666666666,0.13043478260869565,0,1,23,6,square,16210,cloud,223
,,,,,,,,,,,0.85,,,,,,,8.905166666666666,,,,23,,,,,
male,22b2b-2,"['circle', 'square', 'solid', 'polka-dotted']",0.3448275862068966,211,task,1,331,,0.4482758620689655,4,,22b2b,square,red,color,3,0.3,8.905166666666666,0.20689655172413793,0.65,0.5,23,11,green,1942,blue,312
male,211-3,"['cloud', 'square', 'solid', 'striped', 'polka-dotted']",0.43333333333333335,131,task,1,322,,0.43333333333333335,5,,211,cloud,red,color,3,0.2,8.905166666666666,0.13333333333333333,0.65,0.65,23,12,green,9132,blue,113
male,22b1-3,"['cloud', 'square', 'solid', 'striped']",0.3548387096774194,311,task,1,122,,0.5161290322580645,4,,22b1,striped,red,color,3,0.2,8.905166666666666,0.12903225806451613,0.8,0.55,23,13,green,18392,blue,323
male,331-3,"['cloud', 'striped']",0.34375,121,task,1,122,,0.53125,2,,331,striped,red,color,3,0.2,8.905166666666666,0.125,0.85,0.55,23,14,green,13990,blue,123
,,,,,,,,,,,0.6,,,,,,,8.905166666666666,,,,23,,,,,
male,22b1-3,"['striped', 'polka-dotted', 'red', 'green']",0.1935483870967742,232,task,2,323,,0.3225806451612903,4,,22b1,green,circle,shape,1,0.75,8.905166666666666,0.48387096774193544,0.5,0.3,23,19,square,22930,cloud,133
male,322b-2,"['solid', 'striped', 'red']",0.20689655172413793,212,task,2,122,,0.20689655172413793,3,,322b,striped,circle,shape,1,0.85,8.905166666666666,0.5862068965517241,0.3,0.3,23,20,square,3620,cloud,222
male,22a1-3,"['striped', 'polka-dotted', 'red', 'green']",0.11111111111111112,122,task,2,322,,0.22222222222222224,4,,22a1,red,circle,shape,1,0.9,8.905166666666666,0.6666666666666667,0.3,0.15,23,21,square,24030,cloud,233
male,22b2b-2,"['striped', 'polka-dotted', 'blue', 'red']",0.037037037037037035,121,task,2,331,,0.2222222222222222,4,,22b2b,striped,circle,shape,1,1,8.905166666666666,0.7407407407407407,0.3,0.05,23,22,square,3950,cloud,322
,,,,,,,,,,,0.55,,,,,,,8.905166666666666,,,,23,,,,,
female,322b-2,"['striped', 'red', 'green']",1,222,task,0,322,,0,3,,322b,red,circle,shape,1,0,3.8697166666666667,0,0,1,24,3,square,16440,cloud,223
female,311-3,"['solid', 'striped', 'polka-dotted', 'green']",1,313,task,0,123,,0,4,,311,green,circle,shape,1,0,3.8697166666666667,0,0,1,24,4,square,25300,cloud,233
female,22b1-3,"['striped', 'polka-dotted', 'blue', 'red']",1,121,task,0,331,,0,4,,22b1,polka-dotted,circle,shape,1,0,3.8697166666666667,0,0,1,24,5,square,5910,cloud,232
female,22a2b-2a,"['solid', 'polka-dotted', 'red', 'green']",0.9523809523809523,312,task,0,232,,0,4,,22a2b,green,circle,shape,1,0.05,3.8697166666666667,0.047619047619047616,0,1,24,6,square,12710,cloud,313
,,,,,,,,,,,0.7,,,,,,,3.8697166666666667,,,,24,,,,,
female,321-3,"['circle', 'striped', 'polka-dotted']",0,231,task,1,222,,0,3,,321,polka-dotted,red,color,3,1,3.8697166666666667,1,0,0,24,11,green,23851,blue,233
female,22b1-2,"['cloud', 'circle', 'square', 'solid', 'striped']",1,312,task,1,213,,0,5,,22b1,solid,red,color,3,0,3.8697166666666667,0,0,1,24,12,green,15122,blue,123
female,22b1-3,"['cloud', 'circle', 'solid', 'polka-dotted']",1,111,task,1,132,,0,4,,22b1,polka-dotted,red,color,3,0,3.8697166666666667,0,0,1,24,13,green,24052,blue,233
female,22b2b-2,"['cloud', 'circle', 'striped', 'polka-dotted']",1,222,task,1,123,,0,4,,22b2b,striped,red,color,3,0,3.8697166666666667,0,0,1,24,14,green,25232,blue,233
,,,,,,,,,,,0.8,,,,,,,3.8697166666666667,,,,24,,,,,
female,211-3,"['cloud', 'square', 'solid', 'striped', 'polka-dotted']",0,111,task,2,332,,0,5,,211,solid,red,color,3,0.95,3.8697166666666667,1,0,0,24,19,green,14662,blue,123
female,311-3,"['cloud', 'solid', 'striped', 'polka-dotted']",0,121,task,2,112,,0,4,,311,cloud,red,color,3,0.95,3.8697166666666667,1,0,0,24,20,green,20631,blue,133
female,22a2b-2b,"['cloud', 'square', 'striped', 'polka-dotted']",0,121,task,2,123,,0,4,,22a2b,cloud,red,color,3,0.95,3.8697166666666667,1,0,0,24,21,green,28132,blue,333
female,22a1-3,"['circle', 'square', 'solid', 'striped']",0,221,task,2,222,,0,4,,22a1,circle,red,color,3,0.95,3.8697166666666667,1,0,0,24,22,green,12222,blue,313
,,,,,,,,,,,1,,,,,,,3.8697166666666667,,,,24,,,,,
female,22b1-3,"['cloud', 'square', 'striped', 'polka-dotted']",0.3333333333333333,131,task,0,122,,0,4,,22b1,cloud,red,color,3,1,7.641333333333334,0.6666666666666666,0,0.5,25,3,green,26722,blue,333
female,22b2b-2,"['cloud', 'circle', 'striped', 'polka-dotted']",0.03225806451612903,232,task,0,223,,0.6451612903225806,4,,22b2b,circle,red,color,3,0.5,7.641333333333334,0.3225806451612903,1,0.05,25,4,green,22712,blue,133
female,321-3,"['circle', 'solid', 'polka-dotted']",0.045454545454545456,211,task,0,232,,0.9090909090909091,3,,321,circle,red,color,3,0.05,7.641333333333334,0.045454545454545456,1,0.05,25,5,green,10901,blue,213
female,22a2b-2b,"['cloud', 'circle', 'solid', 'polka-dotted']",0.045454545454545456,131,task,0,212,,0.9090909090909091,4,,22a2b,polka-dotted,red,color,3,0.05,7.641333333333334,0.045454545454545456,1,0.05,25,6,green,5062,blue,132
,,,,,,,,,,,1,,,,,,,7.641333333333334,,,,25,,,,,
female,321-2,"['solid', 'striped', 'polka-dotted', 'red']",0.3333333333333333,112,task,1,122,,0.3333333333333333,4,,321,striped,circle,shape,1,0.5,7.641333333333334,0.3333333333333333,0.5,0.5,25,11,square,6350,cloud,232
female,331-3,"['striped', 'green']",1,123,task,1,223,,0,2,,331,green,circle,shape,1,0,7.641333333333334,0,0,0.95,25,12,square,20230,cloud,323
female,22b2b-2,"['solid', 'polka-dotted', 'blue', 'green']",0.4634146341463415,111,task,1,231,,0.26829268292682934,4,,22b2b,solid,circle,shape,1,0.55,7.641333333333334,0.26829268292682934,0.55,0.95,25,13,square,20450,cloud,133
female,311-3,"['solid', 'striped', 'polka-dotted', 'red']",0.4634146341463415,212,task,1,322,,0.26829268292682934,4,,311,red,circle,shape,1,0.55,7.641333333333334,0.26829268292682934,0.55,0.95,25,14,square,5560,cloud,132
,,,,,,,,,,,1,,,,,,,7.641333333333334,,,,25,,,,,
female,22a2b-2a,"['cloud', 'square', 'solid', 'polka-dotted']",0.03333333333333333,112,task,2,312,,0.6333333333333333,4,,22a2b,cloud,red,color,3,0.5,7.641333333333334,0.3333333333333333,0.95,0.05,25,19,green,20882,blue,133
female,321-2,"['cloud', 'solid', 'striped', 'polka-dotted']",0.3448275862068966,131,task,2,112,,0.6551724137931034,4,,321,cloud,red,color,3,0,7.641333333333334,0,0.95,0.5,25,20,green,2621,blue,122
female,22a1-3,"['cloud', 'circle', 'striped', 'polka-dotted']",0.5,121,task,2,232,,0.5,4,,22a1,cloud,red,color,3,0,7.641333333333334,0,0.95,0.95,25,21,green,14532,blue,123
female,321-2,"['cloud', 'circle', 'square', 'solid']",0.5,211,task,2,113,,0.5,4,,321,cloud,red,color,3,0,7.641333333333334,0,0.95,0.95,25,22,green,12941,blue,313
,,,,,,,,,,,0.95,,,,,,,7.641333333333334,,,,25,,,,,
female,211-3,"['cloud', 'circle', 'square', 'blue', 'red']",0,231,task,0,312,,1,5,,211,red,striped,texture,2,0,4.40585,0,1,0,26,3,polka-dotted,2821,solid,122
female,22a2b-2a,"['cloud', 'square', 'blue', 'red']",0,111,task,0,331,,0.5,4,,22a2b,blue,striped,texture,2,0.5,4.40585,0.5,0.5,0,26,4,polka-dotted,1121,solid,112
female,22b2b-2,"['cloud', 'square', 'blue', 'red']",0,121,task,0,322,,0.6428571428571429,4,,22b2b,cloud,striped,texture,2,0.5,4.40585,0.35714285714285715,0.9,0,26,5,polka-dotted,5491,solid,132
female,322b-2,"['square', 'blue', 'green']",0,311,task,0,313,,0.6,3,,322b,green,striped,texture,2,0.6,4.40585,0.39999999999999997,0.9,0,26,6,polka-dotted,27920,solid,333
,,,,,,,,,,,1,,,,,,,4.40585,,,,26,,,,,
female,22b1-3,"['cloud', 'square', 'red', 'green']",0,122,task,1,332,,1,4,,22b1,cloud,striped,texture,2,0,4.40585,0,1,0,26,11,polka-dotted,9641,solid,113
female,22b2b-2,"['cloud', 'square', 'blue', 'green']",0,121,task,1,113,,1,4,,22b2b,cloud,striped,texture,2,0,4.40585,0,1,0,26,12,polka-dotted,19271,solid,323
female,211-3,"['circle', 'square', 'blue', 'red', 'green']",0,221,task,1,332,,1,5,,211,circle,striped,texture,2,0,4.40585,0,1,0,26,13,polka-dotted,11091,solid,213
female,22b2b-2,"['circle', 'square', 'blue', 'red']",0,311,task,1,212,,1,4,,22b2b,red,striped,texture,2,0,4.40585,0,1,0,26,14,polka-dotted,4111,solid,322
,,,,,,,,,,,1,,,,,,,4.40585,,,,26,,,,,
female,321-3,"['cloud', 'circle', 'solid']",0.16666666666666669,211,task,2,112,,0.16666666666666669,3,,321,solid,red,color,3,0.8,4.40585,0.6666666666666667,0.2,0.2,26,19,green,8531,blue,113
female,22b1-2,"['cloud', 'circle', 'square', 'solid', 'polka-dotted']",0.13333333333333333,212,task,2,313,,0.3333333333333333,5,,22b1,solid,red,color,3,0.8,4.40585,0.5333333333333333,0.5,0.2,26,20,green,22242,blue,133
female,22b1-3,"['cloud', 'circle', 'striped', 'polka-dotted']",0.12500000000000003,121,task,2,232,,0.3125,4,,22b1,striped,red,color,3,0.9,4.40585,0.5625000000000001,0.5,0.2,26,21,green,16632,blue,223
female,22a2b-2a,"['cloud', 'square', 'solid', 'polka-dotted']",0.1142857142857143,312,task,2,113,,0.37142857142857144,4,,22a2b,solid,red,color,3,0.9,4.40585,0.5142857142857143,0.65,0.2,26,22,green,21882,blue,133
,,,,,,,,,,,1,,,,,,,4.40585,,,,26,,,,,
female,22b1-2,"['cloud', 'circle', 'square', 'solid', 'striped']",0.43181818181818177,312,task,0,213,,0.2727272727272727,5,,22b1,cloud,red,color,3,0.65,4.4413833333333335,0.2954545454545454,0.6,0.95,27,3,green,15122,blue,123
female,22a1-3,"['cloud', 'circle', 'solid', 'striped']",0.42857142857142855,221,task,0,112,,0.35714285714285715,4,,22a1,solid,red,color,3,0.45,4.4413833333333335,0.21428571428571427,0.75,0.9,27,4,green,15802,blue,223
female,22b2b-2,"['cloud', 'circle', 'striped', 'polka-dotted']",0.5,232,task,0,223,,0.25,4,,22b2b,cloud,red,color,3,0.45,4.4413833333333335,0.25,0.45,0.9,27,5,green,22712,blue,133
female,331-3,"['circle', 'polka-dotted']",0.6923076923076923,231,task,0,232,,0.1923076923076923,2,,331,circle,red,color,3,0.15,4.4413833333333335,0.11538461538461538,0.25,0.9,27,6,green,24270,blue,233
,,,,,,,,,,,0.8,,,,,,,4.4413833333333335,,,,27,,,,,
female,22a1-3,"['cloud', 'circle', 'blue', 'red']",0.75,221,task,1,112,,0.15,4,,22a1,cloud,striped,texture,2,0.1,4.4413833333333335,0.1,0.15,0.75,27,11,polka-dotted,4951,solid,132
female,321-3,"['cloud', 'circle', 'blue']",0.75,111,task,1,121,,0.15,3,,321,circle,striped,texture,2,0.1,4.4413833333333335,0.1,0.15,0.75,27,12,polka-dotted,381,solid,231
female,22a2b-2b,"['cloud', 'circle', 'blue', 'green']",0.75,231,task,1,123,,0.15,4,,22a2b,cloud,striped,texture,2,0.1,4.4413833333333335,0.1,0.15,0.75,27,13,polka-dotted,22411,solid,133
female,331-3,"['square', 'blue']",0.8636363636363636,311,task,1,321,,0.13636363636363638,2,,331,blue,striped,texture,2,0,4.4413833333333335,0,0.15,0.95,27,14,polka-dotted,680,solid,331
,,,,,,,,,,,0.9,,,,,,,4.4413833333333335,,,,27,,,,,
female,311-3,"['solid', 'striped', 'polka-dotted', 'red']",0.20833333333333334,312,task,2,122,,0.25,4,,311,striped,circle,shape,1,0.65,4.4413833333333335,0.5416666666666667,0.3,0.25,27,19,square,6370,cloud,232
female,321-2,"['solid', 'striped', 'polka-dotted', 'red']",0.18518518518518517,112,task,2,122,,0.2222222222222222,4,,321,striped,circle,shape,1,0.8,4.4413833333333335,0.5925925925925926,0.3,0.25,27,20,square,6350,cloud,232
female,311-3,"['solid', 'striped', 'polka-dotted', 'red']",0.2962962962962963,112,task,2,322,,0.1111111111111111,4,,311,striped,circle,shape,1,0.8,4.4413833333333335,0.5925925925925926,0.15,0.4,27,21,square,6600,cloud,232
female,22b1-2,"['solid', 'striped', 'polka-dotted', 'blue', 'red']",0.25,121,task,2,312,,0.14285714285714288,5,,22b1,red,circle,shape,1,0.85,4.4413833333333335,0.6071428571428572,0.2,0.35,27,22,square,5130,cloud,132
,,,,,,,,,,,0.85,,,,,,,4.4413833333333335,,,,27,,,,,
male,311-3,"['polka-dotted', 'blue', 'red', 'green']",0.047619047619047616,331,task,0,132,,0.047619047619047616,4,,311,polka-dotted,circle,shape,1,0.95,6.3951,0.9047619047619047,0.05,0.05,28,3,square,24130,cloud,233
male,311-3,"['solid', 'blue', 'red', 'green']",0,311,task,0,112,,0,4,,311,red,circle,shape,1,0.95,6.3951,1,0,0,28,4,square,10070,cloud,213
male,22a1-3,"['striped', 'polka-dotted', 'blue', 'green']",0,231,task,0,123,,0,4,,22a1,striped,circle,shape,1,1,6.3951,1,0,0,28,5,square,19880,cloud,323
male,22a2b-2a,"['solid', 'polka-dotted', 'blue', 'green']",0,231,task,0,113,,0,4,,22a2b,green,circle,shape,1,1,6.3951,1,0,0,28,6,square,24600,cloud,233
,,,,,,,,,,,0.95,,,,,,,6.3951,,,,28,,,,,
male,311-3,"['striped', 'blue', 'red', 'green']",0.5555555555555555,321,task,1,222,,0.2222222222222222,4,,311,striped,circle,shape,1,0.3,6.3951,0.2222222222222222,0.3,0.75,28,11,square,14130,cloud,123
male,22a1-3,"['striped', 'polka-dotted', 'blue', 'green']",0.5555555555555555,231,task,1,123,,0.2222222222222222,4,,22a1,striped,circle,shape,1,0.3,6.3951,0.2222222222222222,0.3,0.75,28,12,square,19880,cloud,323
male,22a2b-2a,"['solid', 'polka-dotted', 'blue', 'red']",0.5555555555555555,111,task,1,331,,0.2222222222222222,4,,22a2b,blue,circle,shape,1,0.3,6.3951,0.2222222222222222,0.3,0.75,28,13,square,1120,cloud,112
male,321-2,"['solid', 'striped', 'polka-dotted', 'blue']",0.8636363636363635,311,task,1,221,,0.09090909090909091,4,,321,blue,circle,shape,1,0.05,6.3951,0.045454545454545456,0.1,0.95,28,14,square,430,cloud,231
,,,,,,,,,,,0.85,,,,,,,6.3951,,,,28,,,,,
male,22a1-3,"['circle', 'square', 'solid', 'polka-dotted']",0.5555555555555555,311,task,2,232,,0.25925925925925924,4,,22a1,polka-dotted,red,color,3,0.25,6.3951,0.18518518518518517,0.35,0.75,28,19,green,24222,blue,233
male,22b2b-2,"['cloud', 'square', 'striped', 'polka-dotted']",0.1923076923076923,121,task,2,331,,0.5,4,,22b2b,striped,red,color,3,0.4,6.3951,0.3076923076923077,0.65,0.25,28,20,green,3952,blue,322
male,322b-2,"['circle', 'square', 'polka-dotted']",0.5357142857142857,231,task,2,233,,0.32142857142857145,3,,322b,circle,red,color,3,0.2,6.3951,0.14285714285714288,0.45,0.75,28,21,green,29071,blue,333
male,22a2b-2b,"['circle', 'square', 'solid', 'striped']",0.5806451612903226,222,task,2,313,,0.2903225806451613,4,,22a2b,circle,red,color,3,0.2,6.3951,0.12903225806451613,0.45,0.9,28,22,green,17432,blue,223
,,,,,,,,,,,0.9,,,,,,,6.3951,,,,28,,,,,
male,22a2b-2b,"['circle', 'square', 'blue', 'green']",0.75,211,task,0,313,,0.125,4,,22a2b,green,striped,texture,2,0.15,12.722483333333333,0.125,0.15,0.9,29,3,polka-dotted,27911,solid,333
male,22a1-3,"['cloud', 'square', 'blue', 'green']",0.9047619047619047,121,task,0,313,,0.047619047619047616,4,,22a1,square,striped,texture,2,0.05,12.722483333333333,0.047619047619047616,0.05,0.95,29,4,polka-dotted,27931,solid,333
male,22a1-3,"['circle', 'square', 'blue', 'red']",0.9047619047619047,331,task,0,212,,0.047619047619047616,4,,22a1,square,striped,texture,2,0.05,12.722483333333333,0.047619047619047616,0.05,0.95,29,5,polka-dotted,3391,solid,222
male,321-3,"['cloud', 'circle', 'blue']",0.9047619047619047,111,task,0,121,,0.047619047619047616,3,,321,circle,striped,texture,2,0.05,12.722483333333333,0.047619047619047616,0.05,0.95,29,6,polka-dotted,381,solid,231
,,,,,,,,,,,0.95,,,,,,,12.722483333333333,,,,29,,,,,
male,321-2,"['cloud', 'circle', 'square', 'green']",0.5,313,task,1,133,,0.43749999999999994,4,,321,cloud,striped,texture,2,0.1,12.722483333333333,0.0625,0.7,0.8,29,11,polka-dotted,25961,solid,233
male,22b2b-2,"['cloud', 'circle', 'blue', 'green']",0.4571428571428572,111,task,1,231,,0.2285714285714286,4,,22b2b,cloud,striped,texture,2,0.55,12.722483333333333,0.31428571428571433,0.4,0.8,29,12,polka-dotted,20451,solid,133
male,211-3,"['cloud', 'circle', 'square', 'red', 'green']",0.3142857142857143,332,task,1,113,,0.22857142857142856,5,,211,cloud,striped,texture,2,0.8,12.722483333333333,0.45714285714285713,0.4,0.55,29,13,polka-dotted,17101,solid,223
male,22b2b-2,"['cloud', 'circle', 'blue', 'red']",0.26666666666666666,231,task,1,212,,0.06666666666666667,4,,22b2b,circle,striped,texture,2,1,12.722483333333333,0.6666666666666666,0.1,0.4,29,14,polka-dotted,5071,solid,132
,,,,,,,,,,,0.95,,,,,,,12.722483333333333,,,,29,,,,,
male,22b1-3,"['striped', 'polka-dotted', 'red', 'green']",0.06451612903225806,322,task,2,223,,0.48387096774193544,4,,22b1,polka-dotted,circle,shape,1,0.7,12.722483333333333,0.4516129032258064,0.75,0.1,29,19,square,22690,cloud,133
