"","X.3","X.2","X.1","X","pref1","order0","simPreference0","slide_number","simulatedAnswer","numFeatures","normResponse0","simRank1","targetFeature","Answer.time_in_minutes","simPreference2","trial_type","obj1","obj2","pref0","name","guessRank0","certainty","order2","evalNum","simRank0","targetFeatureNum","normResponse2","sex","order1","guessRank2","normResponse1","blockNr","obj3","workerid","simRank2","simPreference1","utterance","uttCode","response1","pref2","featuresPresent","response0","targetUttCode","guessRank1","response2","item","trialNum","orderObjNum1","orderObjNum2","orderObjNum3","simulatedAnswerObjNum","utteranceNum","evalNumModel","allPresentFeaValues","ambiguous"
"275",275,275,275,411,"striped",311,0.5,5,322,3,0.333333333333333,"solid","texture",11.7218666666667,0,"task",311,331,"solid","task","solid",0.6,322,"3","striped",2,0,"female",331,"polka-dotted",0.666666666666667,0,322,17,"polka-dotted",1,"square","321",1,"polka-dotted","['square', 'blue', 'red']",0.5,"321-3","striped",0,3940,2,3,9,15,15,"3","2","3, 4, 7, 3, 6, 7, 3, 5, 8",TRUE
"276",276,276,276,412,"striped",232,0.5,6,213,5,0.631578947368421,"solid","texture",11.7218666666667,0,"task",331,232,"solid","task","solid",0.6,213,"2","striped",2,0,"female",331,"polka-dotted",0.368421052631579,0,213,17,"polka-dotted",1,"circle","22b1",0.35,"polka-dotted","['circle', 'square', 'blue', 'red', 'green']",0.6,"22b1-2","striped",0,10971,3,17,9,20,20,"2","3","2, 6, 8, 3, 6, 7, 2, 4, 9",TRUE
"277",277,277,277,415,"red",132,1,11,231,4,1,"red","color",11.7218666666667,0,"task",231,132,"blue","task","blue",1,213,"2","blue",3,0,"female",231,"red",0,1,213,17,"green",0.5,"circle","22b1",0,"green","['cloud', 'circle', 'solid', 'polka-dotted']",0.7,"22b1-3","green",0,10812,0,16,8,20,8,"2","3","1, 6, 8, 2, 6, 7, 2, 4, 9",TRUE
"278",278,278,278,416,"red",122,1,12,131,4,1,"red","color",11.7218666666667,0,"task",131,122,"blue","task","blue",1,131,"2","blue",3,0,"female",333,"red",0,1,333,17,"green",0.5,"cloud","22b1",0,"green","['cloud', 'square', 'striped', 'polka-dotted']",0.8,"22b1-3","green",0,26722,1,13,27,7,7,"1","2","1, 5, 8, 3, 6, 9, 1, 6, 7",TRUE
"279",279,279,279,417,"red",232,1,13,121,4,1,"red","color",11.7218666666667,0,"task",121,232,"blue","task","blue",1,123,"2","blue",3,0,"female",121,"red",0,1,123,17,"green",0.5,"cloud","22a1",0,"green","['cloud', 'circle', 'striped', 'polka-dotted']",1,"22a1-3","green",0,14532,2,17,4,22,4,"1","3","2, 6, 8, 1, 5, 7, 1, 5, 9",TRUE
"280",280,280,280,418,"red",313,1,14,311,4,1,"red","color",11.7218666666667,0,"task",311,232,"blue","task","blue",1,311,"2","blue",3,0,"female",232,"red",0,1,313,17,"green",0.5,"square","22a1",0,"green","['circle', 'square', 'solid', 'polka-dotted']",1,"22a1-3","green",0,12622,3,21,17,3,3,"3","3","3, 4, 9, 2, 6, 8, 3, 4, 7",TRUE
"281",281,281,281,421,"circle",233,0.5,19,233,4,0.206896551724138,"cloud","shape",11.7218666666667,0,"task",231,113,"cloud","task","circle",0.65,113,"2","circle",1,0.310344827586207,"female",231,"square",0.482758620689655,2,233,17,"square",1,"polka-dotted","22a2b",0.7,"square","['solid', 'polka-dotted', 'blue', 'green']",0.3,"22a2b-2a","cloud",0.45,24600,0,26,8,19,26,"6","1","2, 6, 9, 2, 6, 7, 1, 4, 9",FALSE
"282",282,282,282,422,"circle",313,0.5,20,233,4,0.25,"cloud","shape",11.7218666666667,0,"task",212,313,"cloud","task","circle",0.65,233,"3","circle",1,0,"female",212,"square",0.75,2,233,17,"square",1,"green","22b2b",0.75,"square","['solid', 'polka-dotted', 'red', 'green']",0.25,"22b2b-2","cloud",0,25000,1,21,11,26,26,"9","2","3, 4, 9, 2, 4, 8, 2, 6, 9",TRUE
"283",283,283,283,423,"circle",312,0.5,21,222,5,0.310344827586207,"cloud","shape",11.7218666666667,0,"task",131,312,"cloud","task","circle",0.65,131,"3","circle",1,0,"female",222,"square",0.689655172413793,2,222,17,"square",1,"red","211",1,"square","['solid', 'striped', 'polka-dotted', 'blue', 'red']",0.45,"211-3","cloud",0,3470,2,12,14,7,14,"8","3","3, 4, 8, 2, 5, 8, 1, 6, 7",TRUE
"284",284,284,284,424,"circle",232,0.5,22,232,4,0.310344827586207,"cloud","shape",11.7218666666667,0,"task",312,232,"cloud","task","circle",0.65,313,"3","circle",1,0,"female",312,"square",0.689655172413793,2,313,17,"square",1,"red","22a2b",1,"square","['solid', 'polka-dotted', 'red', 'green']",0.45,"22a2b-2a","cloud",0,12710,3,17,12,21,17,"8","3","2, 6, 8, 3, 4, 8, 3, 4, 9",TRUE
"285",285,285,285,427,"striped",322,0,27,132,4,0.384615384615385,"striped","texture",11.7218666666667,1,"task",121,322,"solid","task","polka-dotted",0.8,121,"2","polka-dotted",2,0.615384615384615,"female",132,"solid",0,3,132,17,"solid",0.5,"cloud","22b2b",0,"polka-dotted","['cloud', 'square', 'blue', 'red']",0.5,"22b2b-2","striped",0.8,5491,0,15,16,4,16,"1","1","3, 5, 8, 1, 6, 8, 1, 5, 7",TRUE
"286",286,286,286,428,"striped",321,0,28,321,4,0,"striped","texture",11.7218666666667,1,"task",311,321,"solid","task","polka-dotted",0.8,132,"3","polka-dotted",2,0.615384615384615,"female",311,"solid",0.384615384615385,3,132,17,"solid",0.5,"blue","22a1",0.5,"polka-dotted","['cloud', 'square', 'blue', 'red']",0,"22a1-3","striped",0.8,4671,1,6,3,16,6,"7","3","3, 5, 7, 3, 4, 7, 1, 6, 8",TRUE
"287",287,287,287,429,"striped",212,0,29,231,4,0,"striped","texture",11.7218666666667,1,"task",231,212,"solid","task","polka-dotted",0.8,233,"3","polka-dotted",2,0.666666666666667,"female",231,"solid",0.333333333333333,3,233,17,"solid",0.5,"circle","321",0.5,"polka-dotted","['circle', 'blue', 'red', 'green']",0,"321-2","striped",1,23520,2,11,8,26,8,"2","3","2, 4, 8, 2, 6, 7, 2, 6, 9",TRUE
"288",288,288,288,430,"striped",123,0,30,132,5,0,"striped","texture",11.7218666666667,1,"task",231,132,"solid","task","polka-dotted",0.8,132,"3","polka-dotted",2,0.909090909090909,"female",231,"solid",0.0909090909090909,3,123,17,"solid",0.5,"cloud","22b1",0.1,"polka-dotted","['cloud', 'circle', 'blue', 'red', 'green']",0,"22b1-2","striped",1,14421,3,22,8,16,16,"1","3","1, 5, 9, 2, 6, 7, 1, 6, 8",TRUE
"289",289,289,289,433,"striped",213,1,3,213,3,1,"striped","texture",3.2663,0,"task",113,213,"solid","task","solid",0.65,223,"2","solid",2,0,"male",113,"polka-dotted",0,0,223,18,"polka-dotted",0.5,"circle","322b",0,"polka-dotted","['cloud', 'circle', 'green']",1,"322b-2","striped",0,17291,0,20,19,23,20,"2","1","2, 4, 9, 1, 4, 9, 2, 5, 9",TRUE
"290",290,290,290,434,"striped",131,1,4,221,4,0.733333333333333,"striped","texture",3.2663,0,"task",221,131,"solid","task","solid",0.65,331,"3","solid",2,0.0666666666666667,"male",221,"polka-dotted",0.2,0,331,18,"polka-dotted",0.5,"circle","321",0.15,"polka-dotted","['cloud', 'circle', 'square', 'blue']",0.55,"321-2","striped",0.05,751,1,7,5,9,5,"2","1","1, 6, 7, 2, 5, 7, 3, 6, 7",FALSE
"291",291,291,291,435,"striped",132,1,5,112,2,0.769230769230769,"striped","texture",3.2663,0,"task",112,122,"solid","task","solid",0.65,122,"2","solid",2,0.115384615384615,"male",112,"polka-dotted",0.115384615384615,0,132,18,"polka-dotted",0.5,"cloud","331",0.15,"polka-dotted","['cloud', 'red']",1,"331-3","striped",0.15,5300,2,16,10,13,10,"1","2","1, 6, 8, 1, 4, 8, 1, 5, 8",TRUE
"292",292,292,292,436,"striped",321,1,6,321,5,0.586206896551724,"striped","texture",3.2663,0,"task",321,332,"solid","task","solid",0.65,213,"3","solid",2,0.103448275862069,"male",332,"polka-dotted",0.310344827586207,0,213,18,"polka-dotted",0.5,"square","211",0.45,"polka-dotted","['circle', 'square', 'blue', 'red', 'green']",0.85,"211-3","striped",0.15,11101,3,6,18,20,6,"3","2","3, 5, 7, 3, 6, 8, 2, 4, 9",TRUE
"293",293,293,293,439,"striped",113,1,11,113,5,0.5,"striped","texture",3.2663,0,"task",131,212,"solid","task","solid",0.95,131,"2","solid",2,0.25,"male",212,"striped",0.25,1,113,18,"polka-dotted",0.5,"cloud","22b1",0.5,"polka-dotted","['cloud', 'circle', 'blue', 'red', 'green']",1,"22b1-2","polka-dotted",0.5,8671,0,19,11,7,19,"1","2","1, 4, 9, 2, 4, 8, 1, 6, 7",TRUE
"294",294,294,294,440,"striped",333,1,12,313,4,0.5,"striped","texture",3.2663,0,"task",121,313,"solid","task","solid",0.95,121,"2","solid",2,0.25,"male",313,"striped",0.25,1,333,18,"polka-dotted",0.5,"square","22a1",0.5,"polka-dotted","['cloud', 'square', 'blue', 'green']",1,"22a1-3","polka-dotted",0.5,27931,1,27,21,4,21,"3","3","3, 6, 9, 3, 4, 9, 1, 5, 7",TRUE
"295",295,295,295,441,"striped",212,1,13,212,4,0.666666666666667,"striped","texture",3.2663,0,"task",331,212,"solid","task","solid",0.95,331,"3","solid",2,0,"male",332,"striped",0.333333333333333,1,332,18,"polka-dotted",0.5,"red","22a2b",0.5,"polka-dotted","['circle', 'square', 'blue', 'red']",1,"22a2b-2a","polka-dotted",0,7331,2,11,18,9,11,"8","3","2, 4, 8, 3, 6, 8, 3, 6, 7",TRUE
"296",296,296,296,442,"striped",122,1,14,112,3,1,"striped","texture",3.2663,0,"task",121,112,"solid","task","solid",0.95,121,"2","solid",2,0,"male",112,"striped",0,1,122,18,"polka-dotted",0.5,"red","322b",0,"polka-dotted","['cloud', 'blue', 'red']",1,"322b-2","polka-dotted",0,2590,3,13,10,4,10,"8","3","1, 5, 8, 1, 4, 8, 1, 5, 7",TRUE
"297",297,297,297,445,"red",113,1,19,221,5,0.5,"red","color",3.2663,0,"task",221,232,"blue","task","blue",0.5,221,"2","blue",3,0.25,"male",232,"green",0.25,2,113,18,"green",0.5,"circle","211",0.5,"green","['cloud', 'circle', 'solid', 'striped', 'polka-dotted']",1,"211-3","red",0.5,9402,0,19,17,5,5,"2","2","1, 4, 9, 2, 6, 8, 2, 5, 7",TRUE
"298",298,298,298,446,"red",222,1,20,222,4,0.5,"red","color",3.2663,0,"task",222,313,"blue","task","blue",0.5,223,"2","blue",3,0.25,"male",313,"green",0.25,2,223,18,"green",0.5,"circle","22a2b",0.5,"green","['circle', 'square', 'solid', 'striped']",1,"22a2b-2b","red",0.5,17432,1,14,21,23,14,"2","3","2, 5, 8, 3, 4, 9, 2, 5, 9",TRUE
"299",299,299,299,447,"red",133,1,21,121,4,0.571428571428571,"red","color",3.2663,0,"task",121,112,"blue","task","blue",0.5,121,"3","blue",3,0.2,"male",112,"green",0.228571428571429,2,133,18,"green",0.5,"cloud","311",0.4,"green","['cloud', 'solid', 'striped', 'polka-dotted']",1,"311-3","red",0.35,20631,2,25,10,4,4,"1","3","1, 6, 9, 1, 4, 8, 1, 5, 7",TRUE
"300",300,300,300,448,"red",222,1,22,222,4,0.571428571428571,"red","color",3.2663,0,"task",111,212,"blue","task","blue",0.5,212,"3","blue",3,0.2,"male",111,"green",0.228571428571429,2,222,18,"green",0.5,"striped","22a2b",0.4,"green","['cloud', 'circle', 'solid', 'striped']",1,"22a2b-2a","red",0.35,3312,3,14,1,11,14,"5","3","2, 5, 8, 1, 4, 7, 2, 4, 8",FALSE
"301",301,301,301,451,"circle",212,0.5,27,212,3,0.256410256410256,"cloud","shape",3.2663,0,"task",112,212,"cloud","task","circle",0.2,112,"2","circle",1,0.256410256410256,"male",113,"square",0.487179487179487,3,113,18,"square",1,"red","322b",0.95,"square","['solid', 'red', 'green']",0.5,"322b-2","cloud",0.5,8700,0,11,19,10,11,"8","1","2, 4, 8, 1, 4, 9, 1, 4, 8",TRUE
"302",302,302,302,452,"circle",323,0.5,28,113,4,0.263157894736842,"cloud","shape",3.2663,0,"task",121,113,"cloud","task","circle",0.2,113,"2","circle",1,0.263157894736842,"male",121,"square",0.473684210526316,3,323,18,"square",1,"green","22b2b",0.9,"square","['solid', 'striped', 'blue', 'green']",0.5,"22b2b-2","cloud",0.5,19270,1,24,4,19,19,"9","3","3, 5, 9, 1, 5, 7, 1, 4, 9",TRUE
"303",303,303,303,453,"circle",121,0.5,29,121,4,0.340909090909091,"cloud","shape",3.2663,0,"task",121,131,"cloud","task","circle",0.2,323,"3","circle",1,0.25,"male",131,"square",0.409090909090909,3,323,18,"square",1,"blue","22a2b",0.9,"square","['striped', 'polka-dotted', 'blue', 'green']",0.75,"22a2b-2a","cloud",0.55,17890,2,4,7,24,4,"7","3","1, 5, 7, 1, 6, 7, 3, 5, 9",FALSE
"304",304,304,304,454,"circle",233,0.5,30,222,4,0.326086956521739,"cloud","shape",3.2663,0,"task",222,322,"cloud","task","circle",0.2,322,"3","circle",1,0.282608695652174,"male",222,"square",0.391304347826087,3,233,18,"square",1,"striped","22a2b",0.9,"square","['striped', 'polka-dotted', 'red', 'green']",0.75,"22a2b-2b","cloud",0.65,24040,3,26,14,15,14,"5","3","2, 6, 9, 2, 5, 8, 3, 5, 8",TRUE
"337",337,337,337,505,"red",313,1,3,313,5,0.3125,"red","color",10.4254333333333,0,"task",212,313,"blue","task","blue",0.65,133,"1","blue",3,0.46875,"male",212,"green",0.21875,0,133,21,"green",0.5,"square","22b1",0.35,"green","['cloud', 'circle', 'square', 'solid', 'polka-dotted']",0.5,"22b1-2","red",0.75,22242,0,21,11,25,21,"3","0","3, 4, 9, 2, 4, 8, 1, 6, 9",FALSE
"338",338,338,338,506,"red",331,1,4,112,4,0.257142857142857,"red","color",10.4254333333333,0,"task",331,112,"blue","task","blue",0.65,112,"1","blue",3,0.285714285714286,"male",133,"green",0.457142857142857,0,133,21,"green",0.5,"cloud","22b1",0.8,"green","['cloud', 'square', 'solid', 'polka-dotted']",0.45,"22b1-3","red",0.5,20682,1,9,25,10,10,"1","2","3, 6, 7, 1, 6, 9, 1, 4, 8",TRUE
"339",339,339,339,507,"red",311,1,5,311,4,0.393939393939394,"red","color",10.4254333333333,0,"task",311,112,"blue","task","blue",0.65,112,"2","blue",3,0.303030303030303,"male",213,"green",0.303030303030303,0,213,21,"green",0.5,"solid","311",0.5,"green","['cloud', 'circle', 'square', 'solid']",0.65,"311-3","red",0.5,10071,2,3,20,10,3,"4","3","3, 4, 7, 2, 4, 9, 1, 4, 8",TRUE
"340",340,340,340,508,"red",213,1,6,111,5,0.484848484848485,"red","color",10.4254333333333,0,"task",111,213,"blue","task","blue",0.65,323,"3","blue",3,0.212121212121212,"male",111,"green",0.303030303030303,0,323,21,"green",0.5,"solid","22b1",0.5,"green","['cloud', 'circle', 'square', 'solid', 'striped']",0.8,"22b1-2","red",0.35,19422,3,20,1,24,1,"4","3","2, 4, 9, 1, 4, 7, 3, 5, 9",TRUE
"341",341,341,341,511,"striped",213,0.5,11,213,5,0.483870967741935,"solid","texture",10.4254333333333,1,"task",131,213,"solid","task","polka-dotted",0.75,323,"2","polka-dotted",2,0.32258064516129,"male",131,"striped",0.193548387096774,1,323,21,"striped",0,"green","211",0.3,"polka-dotted","['cloud', 'circle', 'square', 'blue', 'green']",0.75,"211-3","solid",0.5,19481,0,20,7,24,20,"9","2","2, 4, 9, 1, 6, 7, 3, 5, 9",TRUE
"342",342,342,342,512,"striped",123,0.5,12,133,2,0.354838709677419,"solid","texture",10.4254333333333,1,"task",113,123,"solid","task","polka-dotted",0.75,133,"3","polka-dotted",2,0.516129032258065,"male",113,"striped",0.129032258064516,1,133,21,"striped",0,"green","331",0.2,"polka-dotted","['cloud', 'green']",0.55,"331-3","solid",0.8,22520,1,22,19,25,25,"9","3","1, 5, 9, 1, 4, 9, 1, 6, 9",TRUE
"343",343,343,343,513,"striped",233,0.5,13,233,5,0.32258064516129,"solid","texture",10.4254333333333,1,"task",112,323,"solid","task","polka-dotted",0.75,112,"3","polka-dotted",2,0.580645161290323,"male",323,"striped",0.0967741935483871,1,233,21,"striped",0,"green","211",0.15,"polka-dotted","['cloud', 'circle', 'square', 'red', 'green']",0.5,"211-3","solid",0.9,25621,2,26,24,10,26,"9","3","2, 6, 9, 3, 5, 9, 1, 4, 8",TRUE
"344",344,344,344,514,"striped",311,0.5,14,311,4,0.375,"solid","texture",10.4254333333333,1,"task",311,321,"solid","task","polka-dotted",0.75,132,"3","polka-dotted",2,0.5625,"male",321,"striped",0.0625,1,132,21,"striped",0,"square","22a1",0.1,"polka-dotted","['cloud', 'square', 'blue', 'red']",0.6,"22a1-3","solid",0.9,4671,3,3,6,16,3,"3","3","3, 4, 7, 3, 5, 7, 1, 6, 8",TRUE
"345",345,345,345,517,"striped",332,0,19,322,3,0.27027027027027,"polka-dotted","texture",10.4254333333333,0.5,"task",311,322,"solid","task","striped",0.75,311,"3","striped",2,0.27027027027027,"male",322,"solid",0.459459459459459,2,332,21,"solid",1,"square","321",0.85,"polka-dotted","['square', 'blue', 'red']",0.5,"321-3","polka-dotted",0.5,7730,0,18,15,3,15,"3","3","3, 6, 8, 3, 5, 8, 3, 4, 7",TRUE
"346",346,346,346,518,"striped",323,0,20,323,4,0.263157894736842,"polka-dotted","texture",10.4254333333333,0.5,"task",213,323,"solid","task","striped",0.75,133,"3","striped",2,0.263157894736842,"male",213,"solid",0.473684210526316,2,133,21,"solid",1,"green","311",0.9,"polka-dotted","['cloud', 'circle', 'square', 'green']",0.5,"311-3","polka-dotted",0.5,22961,1,24,20,25,24,"9","3","3, 5, 9, 2, 4, 9, 1, 6, 9",TRUE
"347",347,347,347,519,"striped",332,0,21,332,4,0.166666666666667,"polka-dotted","texture",10.4254333333333,0.5,"task",312,332,"solid","task","striped",0.75,113,"3","striped",2,0.333333333333333,"male",312,"solid",0.5,2,113,21,"solid",1,"square","22a2b",0.9,"polka-dotted","['cloud', 'square', 'red', 'green']",0.3,"22a2b-2b","polka-dotted",0.6,9631,2,18,12,19,18,"3","3","3, 6, 8, 3, 4, 8, 1, 4, 9",TRUE
"348",348,348,348,520,"striped",333,0,22,321,4,0.162162162162162,"polka-dotted","texture",10.4254333333333,0.5,"task",321,332,"solid","task","striped",0.75,321,"3","striped",2,0.324324324324324,"male",332,"solid",0.513513513513513,2,333,21,"solid",1,"square","321",0.95,"polka-dotted","['square', 'blue', 'red', 'green']",0.3,"321-2","polka-dotted",0.6,27410,3,27,18,6,6,"3","2","3, 6, 9, 3, 6, 8, 3, 5, 7",TRUE
"349",349,349,349,523,"striped",112,0.5,27,323,4,0.285714285714286,"solid","texture",10.4254333333333,0,"task",112,113,"solid","task","striped",0.75,323,"2","striped",2,0.285714285714286,"male",113,"polka-dotted",0.428571428571429,3,323,21,"polka-dotted",1,"green","22a2b",0.75,"polka-dotted","['cloud', 'square', 'red', 'green']",0.5,"22a2b-2a","solid",0.5,19331,0,10,19,24,24,"9","1","1, 4, 8, 1, 4, 9, 3, 5, 9",TRUE
"350",350,350,350,524,"striped",133,0.5,28,223,4,0.285714285714286,"solid","texture",10.4254333333333,0,"task",211,223,"solid","task","striped",0.75,223,"2","striped",2,0.285714285714286,"male",211,"polka-dotted",0.428571428571429,3,133,21,"polka-dotted",1,"green","22b1",0.75,"polka-dotted","['cloud', 'circle', 'blue', 'green']",0.5,"22b1-3","solid",0.5,22561,1,25,2,23,23,"9","2","1, 6, 9, 2, 4, 7, 2, 5, 9",TRUE
"351",351,351,351,525,"striped",313,0.5,29,323,2,0.27027027027027,"solid","texture",10.4254333333333,0,"task",313,323,"solid","task","striped",0.75,333,"2","striped",2,0.27027027027027,"male",323,"polka-dotted",0.459459459459459,3,333,21,"polka-dotted",1,"square","331",0.85,"polka-dotted","['square', 'green']",0.5,"331-3","solid",0.5,28730,2,21,24,27,24,"3","2","3, 4, 9, 3, 5, 9, 3, 6, 9",TRUE
"352",352,352,352,526,"striped",313,0.5,30,212,4,0.3125,"solid","texture",10.4254333333333,0,"task",212,313,"solid","task","striped",0.75,233,"3","striped",2,0.15625,"male",212,"polka-dotted",0.53125,3,233,21,"polka-dotted",1,"circle","22b2b",0.85,"polka-dotted","['circle', 'square', 'red', 'green']",0.5,"22b2b-2","solid",0.25,25001,3,21,11,26,11,"2","3","3, 4, 9, 2, 4, 8, 2, 6, 9",TRUE
"353",353,353,353,529,"circle",122,1,3,122,4,1,"square","shape",8.4898,0.5,"task",122,222,"cloud","task","cloud",1,222,"3","cloud",1,0,"female",233,"circle",0,0,233,22,"circle",0,"striped","22a2b",0,"square","['striped', 'polka-dotted', 'red', 'green']",0.9,"22a2b-2b","square",0,23900,0,13,26,14,13,"5","2","1, 5, 8, 2, 6, 9, 2, 5, 8",TRUE
"354",354,354,354,530,"circle",323,1,4,122,4,1,"square","shape",8.4898,0.5,"task",321,122,"cloud","task","cloud",1,321,"3","cloud",1,0,"female",122,"circle",0,0,323,22,"circle",0,"striped","321",0,"square","['striped', 'blue', 'red', 'green']",1,"321-2","square",0,18420,1,24,13,6,13,"5","2","3, 5, 9, 1, 5, 8, 3, 5, 7",TRUE
"355",355,355,355,531,"circle",222,1,5,332,4,0.555555555555555,"square","shape",8.4898,0.5,"task",321,222,"cloud","task","cloud",1,332,"3","cloud",1,0.444444444444444,"female",321,"circle",0,0,332,22,"circle",0,"red","22b2b",0,"square","['striped', 'polka-dotted', 'blue', 'red']",0.75,"22b2b-2","square",0.6,7630,2,14,6,18,18,"8","3","2, 5, 8, 3, 5, 7, 3, 6, 8",TRUE
"356",356,356,356,532,"circle",211,1,6,111,3,0.653846153846154,"square","shape",8.4898,0.5,"task",111,211,"cloud","task","cloud",1,321,"3","cloud",1,0.346153846153846,"female",111,"circle",0,0,321,22,"circle",0,"blue","321",0,"square","['solid', 'striped', 'blue']",0.85,"321-3","square",0.45,100,3,2,1,6,1,"7","3","2, 4, 7, 1, 4, 7, 3, 5, 7",TRUE
"357",357,357,357,535,"red",131,0,11,233,4,0.0476190476190476,"red","color",8.4898,1,"task",131,233,"blue","task","green",1,333,"2","green",3,0.952380952380952,"female",233,"blue",0,1,333,22,"blue",0.5,"polka-dotted","321",0,"green","['cloud', 'circle', 'square', 'polka-dotted']",0.05,"321-2","red",1,29061,0,7,26,27,26,"6","2","1, 6, 7, 2, 6, 9, 3, 6, 9",TRUE
"358",358,358,358,536,"red",132,0,12,323,5,0,"red","color",8.4898,1,"task",221,132,"blue","task","green",1,221,"3","green",3,1,"female",323,"blue",0,1,323,22,"blue",0.5,"striped","211",0,"green","['cloud', 'circle', 'square', 'striped', 'polka-dotted']",0,"211-3","red",1,18802,1,16,24,5,24,"5","2","1, 6, 8, 3, 5, 9, 2, 5, 7",TRUE
"359",359,359,359,537,"red",331,0,13,132,4,0,"red","color",8.4898,1,"task",331,132,"blue","task","green",1,232,"3","green",3,0.818181818181818,"female",132,"blue",0.181818181818182,1,232,22,"blue",0.5,"polka-dotted","321",0.2,"green","['cloud', 'circle', 'square', 'polka-dotted']",0,"321-2","red",0.9,6731,2,9,16,17,16,"6","3","3, 6, 7, 1, 6, 8, 2, 6, 8",TRUE
"360",360,360,360,538,"red",133,0,14,133,4,0,"red","color",8.4898,1,"task",112,332,"blue","task","green",1,332,"3","green",3,1,"female",112,"blue",0,1,133,22,"blue",0.5,"cloud","22b2b",0,"green","['cloud', 'square', 'solid', 'polka-dotted']",0,"22b2b-2","red",1,21692,3,25,10,18,25,"1","3","1, 6, 9, 1, 4, 8, 3, 6, 8",TRUE
"361",361,361,361,541,"circle",113,0,19,213,3,0.142857142857143,"circle","shape",8.4898,1,"task",113,213,"cloud","task","circle",1,223,"1","square",1,0,"female",213,"cloud",0.857142857142857,2,223,22,"cloud",0.5,"green","322b",0.9,"square","['solid', 'striped', 'green']",0.15,"322b-2","square",0,17290,0,19,20,23,20,"9","3","1, 4, 9, 2, 4, 9, 2, 5, 9",TRUE
"362",362,362,362,542,"circle",121,0,20,221,4,0.0476190476190476,"circle","shape",8.4898,1,"task",121,221,"cloud","task","circle",1,221,"1","square",1,0,"female",312,"cloud",0.952380952380952,2,312,22,"cloud",0.5,"striped","22a1",1,"square","['solid', 'striped', 'blue', 'red']",0.05,"22a1-3","square",0,1740,1,4,12,5,5,"5","3","1, 5, 7, 3, 4, 8, 2, 5, 7",TRUE
"363",363,363,363,543,"circle",231,0,21,331,2,0.0416666666666667,"circle","shape",8.4898,1,"task",131,231,"cloud","task","circle",1,131,"2","square",1,0.291666666666667,"female",331,"cloud",0.666666666666667,2,331,22,"cloud",0.5,"polka-dotted","331",0.8,"square","['polka-dotted', 'blue']",0.05,"331-3","square",0.35,830,2,8,9,7,9,"6","3","2, 6, 7, 3, 6, 7, 1, 6, 7",TRUE
"364",364,364,364,544,"circle",221,0,22,221,4,0,"circle","shape",8.4898,1,"task",221,222,"cloud","task","circle",1,332,"2","square",1,0.173913043478261,"female",222,"cloud",0.826086956521739,2,332,22,"cloud",0.5,"striped","22a2b",0.95,"square","['striped', 'polka-dotted', 'blue', 'red']",0,"22a2b-2a","square",0.2,7620,3,5,14,18,5,"5","3","2, 5, 7, 2, 5, 8, 3, 6, 8",FALSE
"365",365,365,365,547,"red",333,0,27,123,5,0,"green","color",8.4898,0.5,"task",221,123,"blue","task","red",1,123,"2","red",3,1,"female",221,"blue",0,3,333,22,"blue",1,"striped","22b1",0,"green","['cloud', 'circle', 'square', 'striped', 'polka-dotted']",0,"22b1-2","green",0.9,28142,0,27,5,22,22,"5","3","3, 6, 9, 2, 5, 7, 1, 5, 9",TRUE
"366",366,366,366,548,"red",333,0,28,332,2,0,"green","color",8.4898,0.5,"task",331,332,"blue","task","red",1,331,"2","red",3,0.625,"female",332,"blue",0.375,3,333,22,"blue",1,"polka-dotted","331",0.45,"green","['square', 'polka-dotted']",0,"331-3","green",0.75,27440,1,27,18,9,18,"6","3","3, 6, 9, 3, 6, 8, 3, 6, 7",TRUE
"367",367,367,367,549,"red",222,0,29,222,3,0,"green","color",8.4898,0.5,"task",222,223,"blue","task","red",1,233,"3","red",3,0.333333333333333,"female",223,"blue",0.666666666666667,3,233,22,"blue",1,"striped","322b",0.9,"green","['circle', 'striped', 'polka-dotted']",0,"322b-2","green",0.45,25441,2,14,23,26,14,"5","3","2, 5, 8, 2, 5, 9, 2, 6, 9",TRUE
"368",368,368,368,550,"red",122,0,30,122,4,0,"green","color",8.4898,0.5,"task",311,122,"blue","task","red",1,311,"3","red",3,0.230769230769231,"female",323,"blue",0.769230769230769,3,323,22,"blue",1,"striped","22b1",1,"green","['cloud', 'square', 'solid', 'striped']",0,"22b1-3","green",0.3,18392,3,13,24,3,13,"5","2","1, 5, 8, 3, 5, 9, 3, 4, 7",TRUE
"401",401,401,401,601,"red",132,0.5,3,132,4,0,"blue","color",11.0327166666667,0,"task",131,132,"blue","task","green",0.35,131,"2","red",3,0.35,"female",313,"red",0.65,0,313,25,"green",1,"polka-dotted","22a1",0.65,"green","['cloud', 'square', 'solid', 'polka-dotted']",0,"22a1-3","blue",0.35,12512,0,16,21,7,16,"6","2","1, 6, 8, 3, 4, 9, 1, 6, 7",TRUE
"402",402,402,402,602,"red",211,0.5,4,312,4,0.25,"blue","color",11.0327166666667,0,"task",211,331,"blue","task","green",0.35,331,"1","red",3,0.375,"female",312,"red",0.375,0,312,25,"green",1,"square","22b2b",0.45,"green","['circle', 'square', 'solid', 'polka-dotted']",0.3,"22b2b-2","blue",0.45,1942,1,2,12,9,12,"3","2","2, 4, 7, 3, 4, 8, 3, 6, 7",TRUE
