"","pref1","order0","simPreference0","slide_number","simulatedAnswer","numFeatures","normResponse0","simRank1","targetFeature","Answer.time_in_minutes","simPreference2","trial_type","obj1","obj2","pref0","name","guessRank0","certainty","order2","evalNum","simRank0","targetFeatureNum","normResponse2","sex","order1","guessRank2","normResponse1","blockNr","obj3","workerid","simRank2","simPreference1","utterance","uttCode","response1","pref2","featuresPresent","response0","targetUttCode","guessRank1","response2","item","trialNum"
"525","striped",313,0.5,29,323,2,0.27027027027027,"solid","texture",10.4254333333333,0,"task",313,323,"solid","task","striped",0.75,333,3,"striped",2,0.27027027027027,"male",323,"polka-dotted",0.459459459459459,3,333,21,"polka-dotted",1,"square","331",0.85,"polka-dotted","['square', 'green']",0.5,"331-3","solid",0.5,28730,2
"526","striped",313,0.5,30,212,4,0.3125,"solid","texture",10.4254333333333,0,"task",212,313,"solid","task","striped",0.75,233,3,"striped",2,0.15625,"male",212,"polka-dotted",0.53125,3,233,21,"polka-dotted",1,"circle","22b2b",0.85,"polka-dotted","['circle', 'square', 'red', 'green']",0.5,"22b2b-2","solid",0.25,25001,3
"527",NA,NA,NA,NA,NA,NA,NA,"solid",NA,10.4254333333333,NA,NA,NA,NA,NA,NA,"striped",0.75,NA,3,"striped",NA,NA,NA,NA,"polka-dotted",NA,NA,NA,21,"polka-dotted",NA,NA,NA,NA,NA,NA,NA,NA,"solid",NA,NA,NA
"528",NA,NA,NA,NA,NA,NA,NA,"solid",NA,10.4254333333333,NA,NA,NA,NA,NA,NA,"striped",1,NA,3,"striped",NA,NA,NA,NA,"polka-dotted",NA,NA,NA,21,"polka-dotted",NA,NA,NA,NA,NA,NA,NA,NA,"solid",NA,NA,NA
"529","circle",122,1,3,122,4,1,"square","shape",8.4898,0.5,"task",122,222,"cloud","task","cloud",1,222,3,"cloud",1,0,"female",233,"circle",0,0,233,22,"circle",0,"striped","22a2b",0,"square","['striped', 'polka-dotted', 'red', 'green']",0.9,"22a2b-2b","square",0,23900,0
"530","circle",323,1,4,122,4,1,"square","shape",8.4898,0.5,"task",321,122,"cloud","task","cloud",1,321,3,"cloud",1,0,"female",122,"circle",0,0,323,22,"circle",0,"striped","321",0,"square","['striped', 'blue', 'red', 'green']",1,"321-2","square",0,18420,1
"531","circle",222,1,5,332,4,0.555555555555555,"square","shape",8.4898,0.5,"task",321,222,"cloud","task","cloud",1,332,3,"cloud",1,0.444444444444444,"female",321,"circle",0,0,332,22,"circle",0,"red","22b2b",0,"square","['striped', 'polka-dotted', 'blue', 'red']",0.75,"22b2b-2","square",0.6,7630,2
"532","circle",211,1,6,111,3,0.653846153846154,"square","shape",8.4898,0.5,"task",111,211,"cloud","task","cloud",1,321,3,"cloud",1,0.346153846153846,"female",111,"circle",0,0,321,22,"circle",0,"blue","321",0,"square","['solid', 'striped', 'blue']",0.85,"321-3","square",0.45,100,3
"533",NA,NA,NA,NA,NA,NA,NA,"square",NA,8.4898,NA,NA,NA,NA,NA,NA,"cloud",1,NA,3,"cloud",NA,NA,NA,NA,"circle",NA,NA,NA,22,"circle",NA,NA,NA,NA,NA,NA,NA,NA,"square",NA,NA,NA
"534",NA,NA,NA,NA,NA,NA,NA,"square",NA,8.4898,NA,NA,NA,NA,NA,NA,"cloud",1,NA,3,"cloud",NA,NA,NA,NA,"circle",NA,NA,NA,22,"circle",NA,NA,NA,NA,NA,NA,NA,NA,"square",NA,NA,NA
"535","red",131,0,11,233,4,0.0476190476190476,"red","color",8.4898,1,"task",131,233,"blue","task","green",1,333,3,"green",3,0.952380952380952,"female",233,"blue",0,1,333,22,"blue",0.5,"polka-dotted","321",0,"green","['cloud', 'circle', 'square', 'polka-dotted']",0.05,"321-2","red",1,29061,0
"536","red",132,0,12,323,5,0,"red","color",8.4898,1,"task",221,132,"blue","task","green",1,221,3,"green",3,1,"female",323,"blue",0,1,323,22,"blue",0.5,"striped","211",0,"green","['cloud', 'circle', 'square', 'striped', 'polka-dotted']",0,"211-3","red",1,18802,1
"537","red",331,0,13,132,4,0,"red","color",8.4898,1,"task",331,132,"blue","task","green",1,232,3,"green",3,0.818181818181818,"female",132,"blue",0.181818181818182,1,232,22,"blue",0.5,"polka-dotted","321",0.2,"green","['cloud', 'circle', 'square', 'polka-dotted']",0,"321-2","red",0.9,6731,2
"538","red",133,0,14,133,4,0,"red","color",8.4898,1,"task",112,332,"blue","task","green",1,332,3,"green",3,1,"female",112,"blue",0,1,133,22,"blue",0.5,"cloud","22b2b",0,"green","['cloud', 'square', 'solid', 'polka-dotted']",0,"22b2b-2","red",1,21692,3
"539",NA,NA,NA,NA,NA,NA,NA,"red",NA,8.4898,NA,NA,NA,NA,NA,NA,"green",1,NA,3,"green",NA,NA,NA,NA,"blue",NA,NA,NA,22,"blue",NA,NA,NA,NA,NA,NA,NA,NA,"red",NA,NA,NA
"540",NA,NA,NA,NA,NA,NA,NA,"red",NA,8.4898,NA,NA,NA,NA,NA,NA,"green",1,NA,3,"green",NA,NA,NA,NA,"blue",NA,NA,NA,22,"blue",NA,NA,NA,NA,NA,NA,NA,NA,"red",NA,NA,NA
"541","circle",113,0,19,213,3,0.142857142857143,"circle","shape",8.4898,1,"task",113,213,"cloud","task","circle",1,223,2,"square",1,0,"female",213,"cloud",0.857142857142857,2,223,22,"cloud",0.5,"green","322b",0.9,"square","['solid', 'striped', 'green']",0.15,"322b-2","square",0,17290,0
"542","circle",121,0,20,221,4,0.0476190476190476,"circle","shape",8.4898,1,"task",121,221,"cloud","task","circle",1,221,2,"square",1,0,"female",312,"cloud",0.952380952380952,2,312,22,"cloud",0.5,"striped","22a1",1,"square","['solid', 'striped', 'blue', 'red']",0.05,"22a1-3","square",0,1740,1
"543","circle",231,0,21,331,2,0.0416666666666667,"circle","shape",8.4898,1,"task",131,231,"cloud","task","circle",1,131,2,"square",1,0.291666666666667,"female",331,"cloud",0.666666666666667,2,331,22,"cloud",0.5,"polka-dotted","331",0.8,"square","['polka-dotted', 'blue']",0.05,"331-3","square",0.35,830,2
"544","circle",221,0,22,221,4,0,"circle","shape",8.4898,1,"task",221,222,"cloud","task","circle",1,332,2,"square",1,0.173913043478261,"female",222,"cloud",0.826086956521739,2,332,22,"cloud",0.5,"striped","22a2b",0.95,"square","['striped', 'polka-dotted', 'blue', 'red']",0,"22a2b-2a","square",0.2,7620,3
"545",NA,NA,NA,NA,NA,NA,NA,"circle",NA,8.4898,NA,NA,NA,NA,NA,NA,"circle",1,NA,2,"square",NA,NA,NA,NA,"cloud",NA,NA,NA,22,"cloud",NA,NA,NA,NA,NA,NA,NA,NA,"square",NA,NA,NA
"546",NA,NA,NA,NA,NA,NA,NA,"circle",NA,8.4898,NA,NA,NA,NA,NA,NA,"circle",1,NA,2,"square",NA,NA,NA,NA,"cloud",NA,NA,NA,22,"cloud",NA,NA,NA,NA,NA,NA,NA,NA,"square",NA,NA,NA
"547","red",333,0,27,123,5,0,"green","color",8.4898,0.5,"task",221,123,"blue","task","red",1,123,3,"red",3,1,"female",221,"blue",0,3,333,22,"blue",1,"striped","22b1",0,"green","['cloud', 'circle', 'square', 'striped', 'polka-dotted']",0,"22b1-2","green",0.9,28142,0
"548","red",333,0,28,332,2,0,"green","color",8.4898,0.5,"task",331,332,"blue","task","red",1,331,3,"red",3,0.625,"female",332,"blue",0.375,3,333,22,"blue",1,"polka-dotted","331",0.45,"green","['square', 'polka-dotted']",0,"331-3","green",0.75,27440,1
"549","red",222,0,29,222,3,0,"green","color",8.4898,0.5,"task",222,223,"blue","task","red",1,233,3,"red",3,0.333333333333333,"female",223,"blue",0.666666666666667,3,233,22,"blue",1,"striped","322b",0.9,"green","['circle', 'striped', 'polka-dotted']",0,"322b-2","green",0.45,25441,2
"550","red",122,0,30,122,4,0,"green","color",8.4898,0.5,"task",311,122,"blue","task","red",1,311,3,"red",3,0.230769230769231,"female",323,"blue",0.769230769230769,3,323,22,"blue",1,"striped","22b1",1,"green","['cloud', 'square', 'solid', 'striped']",0,"22b1-3","green",0.3,18392,3
"551",NA,NA,NA,NA,NA,NA,NA,"green",NA,8.4898,NA,NA,NA,NA,NA,NA,"red",1,NA,3,"red",NA,NA,NA,NA,"blue",NA,NA,NA,22,"blue",NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA
"552",NA,NA,NA,NA,NA,NA,NA,"green",NA,8.4898,NA,NA,NA,NA,NA,NA,"red",0.75,NA,3,"red",NA,NA,NA,NA,"blue",NA,NA,NA,22,"blue",NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA
"553","red",212,1,3,231,4,0.9,"red","color",7.98226666666667,0,"task",231,212,"blue","task","blue",0.75,231,2,"blue",3,0.05,"female",132,"red",0.05,0,132,23,"green",0.5,"circle","22b2b",0.05,"green","['cloud', 'circle', 'solid', 'polka-dotted']",0.9,"22b2b-2","green",0.05,5072,0
"554","red",333,1,4,333,4,0,"red","color",7.98226666666667,0,"task",312,322,"blue","task","blue",0.75,322,2,"blue",3,0.944444444444444,"female",312,"red",0.0555555555555556,0,333,23,"green",0.5,"polka-dotted","321",0.05,"green","['square', 'solid', 'striped', 'polka-dotted']",0,"321-2","green",0.85,27021,1
"555","red",122,1,5,121,2,0.85,"red","color",7.98226666666667,0,"task",121,122,"blue","task","blue",0.75,123,2,"blue",3,0.1,"female",121,"red",0.05,0,123,23,"green",0.5,"striped","331",0.05,"green","['cloud', 'striped']",0.85,"331-3","green",0.1,13990,2
"556","red",133,1,6,331,4,0.85,"red","color",7.98226666666667,0,"task",331,232,"blue","task","blue",0.75,232,2,"blue",3,0.1,"female",331,"red",0.05,0,133,23,"green",0.5,"polka-dotted","311",0.05,"green","['cloud', 'circle', 'square', 'polka-dotted']",0.85,"311-3","green",0.1,21521,3
"557",NA,NA,NA,NA,NA,NA,NA,"red",NA,7.98226666666667,NA,NA,NA,NA,NA,NA,"blue",0.75,NA,2,"blue",NA,NA,NA,NA,"red",NA,NA,NA,23,"green",NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA
"558",NA,NA,NA,NA,NA,NA,NA,"red",NA,7.98226666666667,NA,NA,NA,NA,NA,NA,"blue",0.05,NA,2,"blue",NA,NA,NA,NA,"red",NA,NA,NA,23,"green",NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA
"559","striped",111,0,11,221,4,0.111111111111111,"polka-dotted","texture",7.98226666666667,0.5,"task",111,311,"solid","task","solid",0.05,311,0,"striped",2,0,"female",221,"striped",0.888888888888889,1,221,23,"solid",1,"circle","321",0.8,"polka-dotted","['cloud', 'circle', 'square', 'blue']",0.1,"321-2","polka-dotted",0,51,0
"560","striped",133,0,12,312,4,0.947368421052632,"polka-dotted","texture",7.98226666666667,0.5,"task",312,123,"solid","task","solid",0.05,312,0,"striped",2,0,"female",123,"striped",0.0526315789473684,1,133,23,"solid",1,"square","22a1",0.05,"polka-dotted","['cloud', 'square', 'red', 'green']",0.9,"22a1-3","polka-dotted",0,22451,1
"561","striped",133,0,13,133,5,0.2,"polka-dotted","texture",7.98226666666667,0.5,"task",311,223,"solid","task","solid",0.05,223,0,"striped",2,0.76,"female",311,"striped",0.04,1,133,23,"solid",1,"cloud","211",0.05,"polka-dotted","['cloud', 'circle', 'square', 'blue', 'green']",0.25,"211-3","polka-dotted",0.95,22571,2
"562","striped",233,0,14,233,4,0.485714285714286,"polka-dotted","texture",7.98226666666667,0.5,"task",113,323,"solid","task","solid",0.05,323,0,"striped",2,0.485714285714286,"female",113,"striped",0.0285714285714286,1,233,23,"solid",1,"circle","311",0.05,"polka-dotted","['cloud', 'circle', 'square', 'green']",0.85,"311-3","polka-dotted",0.85,25711,3
"563",NA,NA,NA,NA,NA,NA,NA,"polka-dotted",NA,7.98226666666667,NA,NA,NA,NA,NA,NA,"solid",0.05,NA,0,"striped",NA,NA,NA,NA,"striped",NA,NA,NA,23,"solid",NA,NA,NA,NA,NA,NA,NA,NA,"polka-dotted",NA,NA,NA
"564",NA,NA,NA,NA,NA,NA,NA,"polka-dotted",NA,7.98226666666667,NA,NA,NA,NA,NA,NA,"solid",0.9,NA,0,"striped",NA,NA,NA,NA,"striped",NA,NA,NA,23,"solid",NA,NA,NA,NA,NA,NA,NA,NA,"polka-dotted",NA,NA,NA
"565","circle",221,1,19,322,4,0,"square","shape",7.98226666666667,0.5,"task",221,312,"cloud","task","cloud",0.9,322,3,"cloud",1,0.947368421052632,"female",312,"circle",0.0526315789473684,2,322,23,"circle",0,"striped","22a2b",0.05,"square","['solid', 'striped', 'blue', 'red']",0,"22a2b-2a","square",0.9,4230,0
"566","circle",223,1,20,322,4,0,"square","shape",7.98226666666667,0.5,"task",322,223,"cloud","task","cloud",0.9,133,3,"cloud",1,0.947368421052632,"female",322,"circle",0.0526315789473684,2,133,23,"circle",0,"striped","22b1",0.05,"square","['striped', 'polka-dotted', 'red', 'green']",0,"22b1-3","square",0.9,22690,1
"567","circle",233,1,21,123,4,0.888888888888889,"square","shape",7.98226666666667,0.5,"task",313,123,"cloud","task","cloud",0.9,313,3,"cloud",1,0.0555555555555556,"female",123,"circle",0.0555555555555556,2,233,23,"circle",0,"striped","311",0.05,"square","['solid', 'striped', 'polka-dotted', 'green']",0.8,"311-3","square",0.05,25300,2
"568","circle",111,1,22,133,4,0.888888888888889,"square","shape",7.98226666666667,0.5,"task",111,231,"cloud","task","cloud",0.9,133,3,"cloud",1,0.0555555555555556,"female",231,"circle",0.0555555555555556,2,133,23,"circle",0,"polka-dotted","22b2b",0.05,"square","['solid', 'polka-dotted', 'blue', 'green']",0.8,"22b2b-2","square",0.05,20450,3
"569",NA,NA,NA,NA,NA,NA,NA,"square",NA,7.98226666666667,NA,NA,NA,NA,NA,NA,"cloud",0.9,NA,3,"cloud",NA,NA,NA,NA,"circle",NA,NA,NA,23,"circle",NA,NA,NA,NA,NA,NA,NA,NA,"square",NA,NA,NA
"570",NA,NA,NA,NA,NA,NA,NA,"square",NA,7.98226666666667,NA,NA,NA,NA,NA,NA,"cloud",1,NA,3,"cloud",NA,NA,NA,NA,"circle",NA,NA,NA,23,"circle",NA,NA,NA,NA,NA,NA,NA,NA,"square",NA,NA,NA
"571","circle",333,1,27,132,4,1,"square","shape",7.98226666666667,0.5,"task",222,132,"cloud","task","cloud",1,222,3,"cloud",1,0,"female",132,"circle",0,3,333,23,"circle",0,"polka-dotted","22b1",0,"square","['striped', 'polka-dotted', 'red', 'green']",1,"22b1-3","square",0,27180,0
"572","circle",311,1,28,311,4,0.285714285714286,"square","shape",7.98226666666667,0.5,"task",311,213,"cloud","task","cloud",1,213,3,"cloud",1,0.714285714285714,"female",133,"circle",0,3,133,23,"circle",0,"solid","22b1",0,"square","['solid', 'polka-dotted', 'blue', 'green']",0.3,"22b1-3","square",0.75,21970,1
"573","circle",312,1,29,112,4,0.863636363636364,"square","shape",7.98226666666667,0.5,"task",131,112,"cloud","task","cloud",1,112,3,"cloud",1,0.136363636363636,"female",131,"circle",0,3,312,23,"circle",0,"solid","22a2b",0,"square","['solid', 'polka-dotted', 'blue', 'red']",0.95,"22a2b-2b","square",0.15,2070,2
"574","circle",121,1,30,121,4,0.909090909090909,"square","shape",7.98226666666667,0.5,"task",121,331,"cloud","task","cloud",1,331,3,"cloud",1,0.0909090909090909,"female",322,"circle",0,3,322,23,"circle",0,"striped","22b2b",0,"square","['striped', 'polka-dotted', 'blue', 'red']",1,"22b2b-2","square",0.1,3950,3
"575",NA,NA,NA,NA,NA,NA,NA,"square",NA,7.98226666666667,NA,NA,NA,NA,NA,NA,"cloud",1,NA,3,"cloud",NA,NA,NA,NA,"circle",NA,NA,NA,23,"circle",NA,NA,NA,NA,NA,NA,NA,NA,"square",NA,NA,NA
"576",NA,NA,NA,NA,NA,NA,NA,"square",NA,7.98226666666667,NA,NA,NA,NA,NA,NA,"cloud",0.35,NA,3,"cloud",NA,NA,NA,NA,"circle",NA,NA,NA,23,"circle",NA,NA,NA,NA,NA,NA,NA,NA,"square",NA,NA,NA
"577","striped",112,0.5,3,112,4,1,"solid","texture",12.967,1,"task",112,312,"solid","task","polka-dotted",0.35,133,3,"polka-dotted",2,0,"female",312,"striped",0,0,133,24,"striped",0,"red","22a2b",0,"polka-dotted","['cloud', 'square', 'red', 'green']",0.95,"22a2b-2a","solid",0,20881,0
"578","striped",213,0.5,4,233,4,0.0476190476190476,"solid","texture",12.967,1,"task",321,213,"solid","task","polka-dotted",0.35,233,3,"polka-dotted",2,0.952380952380952,"female",321,"striped",0,0,233,24,"striped",0,"circle","22a1",0,"polka-dotted","['circle', 'square', 'blue', 'green']",0.05,"22a1-3","solid",1,24761,1
"579","striped",331,0.5,5,331,4,0.0476190476190476,"solid","texture",12.967,1,"task",221,131,"solid","task","polka-dotted",0.35,131,3,"polka-dotted",2,0.952380952380952,"female",221,"striped",0,0,331,24,"striped",0,"square","321",0,"polka-dotted","['cloud', 'circle', 'square', 'blue']",0.05,"321-2","solid",1,751,2
"580","striped",311,0.5,6,231,5,0.285714285714286,"solid","texture",12.967,1,"task",311,231,"solid","task","polka-dotted",0.35,231,3,"polka-dotted",2,0.714285714285714,"female",113,"striped",0,0,113,24,"striped",0,"circle","22b1",0,"polka-dotted","['cloud', 'circle', 'square', 'blue', 'green']",0.2,"22b1-2","solid",0.5,8391,3
"581",NA,NA,NA,NA,NA,NA,NA,"solid",NA,12.967,NA,NA,NA,NA,NA,NA,"polka-dotted",0.35,NA,3,"polka-dotted",NA,NA,NA,NA,"striped",NA,NA,NA,24,"striped",NA,NA,NA,NA,NA,NA,NA,NA,"solid",NA,NA,NA
"582",NA,NA,NA,NA,NA,NA,NA,"solid",NA,12.967,NA,NA,NA,NA,NA,NA,"polka-dotted",0.95,NA,3,"polka-dotted",NA,NA,NA,NA,"striped",NA,NA,NA,24,"striped",NA,NA,NA,NA,NA,NA,NA,NA,"solid",NA,NA,NA
"583","striped",313,0,11,123,4,0,"striped","texture",12.967,1,"task",313,123,"solid","task","polka-dotted",0.95,233,3,"polka-dotted",2,0,"female",123,"solid",1,1,233,24,"solid",0.5,"cloud","311",0.7,"polka-dotted","['cloud', 'circle', 'square', 'green']",0,"311-3","striped",0,25301,0
"584","striped",223,0,12,223,5,0,"striped","texture",12.967,1,"task",311,223,"solid","task","polka-dotted",0.95,311,3,"polka-dotted",2,0,"female",133,"solid",1,1,133,24,"solid",0.5,"circle","211",1,"polka-dotted","['cloud', 'circle', 'square', 'blue', 'green']",0,"211-3","striped",0,22571,1
"585","striped",232,0,13,232,3,0,"striped","texture",12.967,1,"task",212,322,"solid","task","polka-dotted",0.95,322,3,"polka-dotted",2,0.952380952380952,"female",212,"solid",0.0476190476190476,1,232,24,"solid",0.5,"circle","321",0.05,"polka-dotted","['circle', 'square', 'red']",0,"321-3","striped",1,6611,2
"586","striped",311,0,14,332,3,0,"striped","texture",12.967,1,"task",311,322,"solid","task","polka-dotted",0.95,322,3,"polka-dotted",2,0.952380952380952,"female",332,"solid",0.0476190476190476,1,332,24,"solid",0.5,"red","321",0.05,"polka-dotted","['square', 'blue', 'red']",0,"321-3","striped",1,7730,3
"587",NA,NA,NA,NA,NA,NA,NA,"striped",NA,12.967,NA,NA,NA,NA,NA,NA,"polka-dotted",0.95,NA,3,"polka-dotted",NA,NA,NA,NA,"solid",NA,NA,NA,24,"solid",NA,NA,NA,NA,NA,NA,NA,NA,"striped",NA,NA,NA
"588",NA,NA,NA,NA,NA,NA,NA,"striped",NA,12.967,NA,NA,NA,NA,NA,NA,"polka-dotted",1,NA,3,"polka-dotted",NA,NA,NA,NA,"solid",NA,NA,NA,24,"solid",NA,NA,NA,NA,NA,NA,NA,NA,"striped",NA,NA,NA
"589","striped",111,0,19,331,4,0,"striped","texture",12.967,1,"task",111,331,"solid","task","polka-dotted",1,112,3,"polka-dotted",2,0.615384615384615,"female",331,"solid",0.384615384615385,2,112,24,"solid",0.5,"blue","22a2b",0.5,"polka-dotted","['cloud', 'square', 'blue', 'red']",0,"22a2b-2a","striped",0.8,1121,0
"590","striped",123,0,20,133,3,0,"striped","texture",12.967,1,"task",123,133,"solid","task","polka-dotted",1,133,3,"polka-dotted",2,1,"female",233,"solid",0,2,233,24,"solid",0.5,"cloud","322b",0,"polka-dotted","['cloud', 'circle', 'green']",0,"322b-2","striped",1,25971,1
"591","striped",331,0,21,233,5,0,"striped","texture",12.967,1,"task",121,331,"solid","task","polka-dotted",1,121,3,"polka-dotted",2,1,"female",233,"solid",0,2,233,24,"solid",0.5,"green","22b1",0,"polka-dotted","['cloud', 'circle', 'square', 'blue', 'green']",0,"22b1-2","striped",1,23311,2
"592","striped",121,0,22,233,4,0,"striped","texture",12.967,1,"task",111,121,"solid","task","polka-dotted",1,233,3,"polka-dotted",2,1,"female",111,"solid",0,2,233,24,"solid",0.5,"circle","22a1",0,"polka-dotted","['cloud', 'circle', 'blue', 'green']",0,"22a1-3","striped",1,23031,3
"593",NA,NA,NA,NA,NA,NA,NA,"striped",NA,12.967,NA,NA,NA,NA,NA,NA,"polka-dotted",1,NA,3,"polka-dotted",NA,NA,NA,NA,"solid",NA,NA,NA,24,"solid",NA,NA,NA,NA,NA,NA,NA,NA,"striped",NA,NA,NA
"594",NA,NA,NA,NA,NA,NA,NA,"striped",NA,12.967,NA,NA,NA,NA,NA,NA,"polka-dotted",1,NA,3,"polka-dotted",NA,NA,NA,NA,"solid",NA,NA,NA,24,"solid",NA,NA,NA,NA,NA,NA,NA,NA,"striped",NA,NA,NA
"595","striped",111,1,27,333,4,0.384615384615385,"polka-dotted","texture",12.967,0.5,"task",111,323,"solid","task","polka-dotted",1,333,1,"solid",2,0.576923076923077,"female",323,"solid",0.0384615384615385,3,333,24,"striped",0,"green","22a1",0.05,"polka-dotted","['cloud', 'square', 'blue', 'green']",0.5,"22a1-3","striped",0.75,28531,0
"596","striped",222,1,28,131,5,0.0454545454545455,"polka-dotted","texture",12.967,0.5,"task",131,222,"solid","task","polka-dotted",1,332,1,"solid",2,0.909090909090909,"female",131,"solid",0.0454545454545455,3,332,24,"striped",0,"blue","22b1",0.05,"polka-dotted","['cloud', 'circle', 'square', 'blue', 'red']",0.05,"22b1-2","striped",1,7641,1
"597","striped",121,1,29,321,4,0.0294117647058824,"polka-dotted","texture",12.967,0.5,"task",211,121,"solid","task","polka-dotted",1,211,1,"solid",2,0.588235294117647,"female",321,"solid",0.382352941176471,3,321,24,"striped",0,"square","321",0.65,"polka-dotted","['cloud', 'circle', 'square', 'blue']",0.05,"321-2","striped",1,141,2
"598","striped",222,1,30,232,4,0.0294117647058824,"polka-dotted","texture",12.967,0.5,"task",321,222,"solid","task","polka-dotted",1,321,1,"solid",2,0.588235294117647,"female",232,"solid",0.382352941176471,3,232,24,"striped",0,"red","22a2b",0.65,"polka-dotted","['circle', 'square', 'blue', 'red']",0.05,"22a2b-2b","striped",1,6431,3
"599",NA,NA,NA,NA,NA,NA,NA,"polka-dotted",NA,12.967,NA,NA,NA,NA,NA,NA,"polka-dotted",1,NA,1,"solid",NA,NA,NA,NA,"solid",NA,NA,NA,24,"striped",NA,NA,NA,NA,NA,NA,NA,NA,"striped",NA,NA,NA
"600",NA,NA,NA,NA,NA,NA,NA,"polka-dotted",NA,12.967,NA,NA,NA,NA,NA,NA,"polka-dotted",0.35,NA,1,"solid",NA,NA,NA,NA,"solid",NA,NA,NA,24,"striped",NA,NA,NA,NA,NA,NA,NA,NA,"striped",NA,NA,NA
"601","red",132,0.5,3,132,4,0,"blue","color",11.0327166666667,0,"task",131,132,"blue","task","green",0.35,131,0,"red",3,0.35,"female",313,"red",0.65,0,313,25,"green",1,"polka-dotted","22a1",0.65,"green","['cloud', 'square', 'solid', 'polka-dotted']",0,"22a1-3","blue",0.35,12512,0
"602","red",211,0.5,4,312,4,0.25,"blue","color",11.0327166666667,0,"task",211,331,"blue","task","green",0.35,331,0,"red",3,0.375,"female",312,"red",0.375,0,312,25,"green",1,"square","22b2b",0.45,"green","['circle', 'square', 'solid', 'polka-dotted']",0.3,"22b2b-2","blue",0.45,1942,1
"603","red",132,0.5,5,211,4,0.75,"blue","color",11.0327166666667,0,"task",211,132,"blue","task","green",0.35,211,0,"red",3,0.125,"female",133,"red",0.125,0,133,25,"green",1,"solid","22a1",0.15,"green","['cloud', 'circle', 'solid', 'polka-dotted']",0.9,"22a1-3","blue",0.15,21302,2
"604","red",131,0.5,6,213,4,0.230769230769231,"blue","color",11.0327166666667,0,"task",131,132,"blue","task","green",0.35,213,0,"red",3,0.576923076923077,"female",132,"red",0.192307692307692,0,213,25,"green",1,"circle","22a1",0.25,"green","['cloud', 'circle', 'solid', 'polka-dotted']",0.3,"22a1-3","blue",0.75,10802,3
"605",NA,NA,NA,NA,NA,NA,NA,"blue",NA,11.0327166666667,NA,NA,NA,NA,NA,NA,"green",0.35,NA,0,"red",NA,NA,NA,NA,"red",NA,NA,NA,25,"green",NA,NA,NA,NA,NA,NA,NA,NA,"blue",NA,NA,NA
"606",NA,NA,NA,NA,NA,NA,NA,"blue",NA,11.0327166666667,NA,NA,NA,NA,NA,NA,"green",0.65,NA,0,"red",NA,NA,NA,NA,"red",NA,NA,NA,25,"green",NA,NA,NA,NA,NA,NA,NA,NA,"blue",NA,NA,NA
"607","red",322,1,11,321,3,0.222222222222222,"red","color",11.0327166666667,0,"task",321,322,"blue","task","blue",0.65,223,2,"blue",3,0.388888888888889,"female",321,"red",0.388888888888889,1,223,25,"green",0.5,"striped","321",0.35,"green","['circle', 'square', 'striped']",0.2,"321-3","green",0.35,16361,0
"608","red",233,1,12,132,4,0.307692307692308,"red","color",11.0327166666667,0,"task",132,233,"blue","task","blue",0.65,333,2,"blue",3,0.115384615384615,"female",132,"red",0.576923076923077,1,333,25,"green",0.5,"cloud","321",0.75,"green","['cloud', 'circle', 'square', 'polka-dotted']",0.4,"321-2","green",0.15,29151,1
"609","red",331,1,13,331,5,0.277777777777778,"red","color",11.0327166666667,0,"task",211,331,"blue","task","blue",0.65,211,2,"blue",3,0.166666666666667,"female",132,"red",0.555555555555556,1,132,25,"green",0.5,"polka-dotted","22b1",0.5,"green","['cloud', 'circle', 'square', 'solid', 'polka-dotted']",0.25,"22b1-2","green",0.15,4842,2
"610","red",231,1,14,331,4,0.904761904761905,"red","color",11.0327166666667,0,"task",231,331,"blue","task","blue",0.65,313,2,"blue",3,0.0952380952380952,"female",331,"red",0,1,313,25,"green",0.5,"square","22a2b",0,"green","['circle', 'square', 'solid', 'polka-dotted']",0.95,"22a2b-2a","green",0.1,11752,3
"611",NA,NA,NA,NA,NA,NA,NA,"red",NA,11.0327166666667,NA,NA,NA,NA,NA,NA,"blue",0.65,NA,2,"blue",NA,NA,NA,NA,"red",NA,NA,NA,25,"green",NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA
"612",NA,NA,NA,NA,NA,NA,NA,"red",NA,11.0327166666667,NA,NA,NA,NA,NA,NA,"blue",0.95,NA,2,"blue",NA,NA,NA,NA,"red",NA,NA,NA,25,"green",NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA
"613","striped",233,0,19,123,4,0.135135135135135,"polka-dotted","texture",11.0327166666667,0.5,"task",313,123,"solid","task","striped",0.95,123,3,"striped",2,0.405405405405405,"female",313,"solid",0.459459459459459,2,233,25,"solid",1,"green","311",0.85,"polka-dotted","['cloud', 'circle', 'square', 'green']",0.25,"311-3","polka-dotted",0.75,25301,0
"614","striped",323,0,20,332,4,0.1,"polka-dotted","texture",11.0327166666667,0.5,"task",112,332,"solid","task","striped",0.95,332,3,"striped",2,0.5,"female",112,"solid",0.4,2,323,25,"solid",1,"red","22b1",0.6,"polka-dotted","['cloud', 'square', 'red', 'green']",0.15,"22b1-3","polka-dotted",0.75,19161,1
