pref1,order0,simPreference0,slide_number,simulatedAnswer,numFeatures,normResponse0,simRank1,targetFeature,Answer.time_in_minutes,simPreference2,trial_type,obj1,obj2,pref0,name,guessRank0,certainty,order2,evalNum,simRank0,targetFeatureNum,normResponse2,sex,order1,guessRank2,normResponse1,blockNr,obj3,workerid,simRank2,simPreference1,utterance,uttCode,response1,pref2,featuresPresent,response0,targetUttCode,guessRank1,response2,item,trialNum 
,,,,,,,circle,,4.731233333333333,,,,,,,circle,,,1,cloud,,,,,cloud,,,,28,square,,,,,,,,,square,,,
red,113,1,19,113,4,0,,color,4.731233333333333,0.5,task,231,232,blue,task,,,232,,,3,1,female,231,,0,2,113,28,,0,solid,22a1,0,green,"['cloud', 'circle', 'solid', 'polka-dotted']",0,22a1-3,,1,9432,0
red,131,1,20,131,2,0.3103448275862069,,color,4.731233333333333,0.5,task,131,132,blue,task,,,132,,,3,0.6896551724137931,female,133,,0,2,133,28,,0,cloud,331,0,green,"['cloud', 'polka-dotted']",0.45,331-3,,1,21350,1
red,123,1,21,123,4,0.3103448275862069,,color,4.731233333333333,0.5,task,132,113,blue,task,,,113,,,3,0.6896551724137931,female,132,,0,2,123,28,,0,striped,321,0,green,"['cloud', 'solid', 'striped', 'polka-dotted']",0.45,321-2,,1,14981,2
red,333,1,22,333,3,0.3103448275862069,,color,4.731233333333333,0.5,task,311,313,blue,task,,,311,,,3,0.6896551724137931,female,313,,0,2,333,28,,0,polka-dotted,322b,0,green,"['square', 'solid', 'polka-dotted']",0.45,322b-2,,1,27921,3
,,,,,,,,,4.731233333333333,,,,,,,,1,,,,,,,,,,,,28,,,,,,,,,,,,,
,,,,,,,green,,4.731233333333333,,,,,,,green,,,2,blue,,,,,red,,,,28,red,,,,,,,,,blue,,,
circle,312,0,27,312,5,0,,shape,4.731233333333333,0.5,task,231,312,cloud,task,,,122,,,1,1,female,231,,0,3,122,28,,1,solid,211,0,square,"['solid', 'striped', 'polka-dotted', 'blue', 'red']",0,211-3,,1,2820,0
circle,212,0,28,212,4,0,,shape,4.731233333333333,0.5,task,212,322,cloud,task,,,232,,,1,0.6451612903225806,female,322,,0.3548387096774194,3,232,28,,1,solid,321,0.55,square,"['solid', 'striped', 'polka-dotted', 'red']",0,321-2,,1,6610,1
circle,312,0,29,312,4,0,,shape,4.731233333333333,0.5,task,111,312,cloud,task,,,111,,,1,0.6451612903225806,female,332,,0.3548387096774194,3,332,28,,1,red,22a2b,0.55,square,"['solid', 'polka-dotted', 'blue', 'red']",0,22a2b-2a,,1,7350,2
circle,113,0,30,113,4,0.2619047619047619,,shape,4.731233333333333,0.5,task,211,312,cloud,task,,,211,,,1,0.47619047619047616,female,312,,0.2619047619047619,3,113,28,,1,green,311,0.55,square,"['solid', 'blue', 'red', 'green']",0.55,311-3,,1,8720,3
,,,,,,,,,4.731233333333333,,,,,,,,0.95,,,,,,,,,,,,28,,,,,,,,,,,,,
,,,,,,,square,,4.731233333333333,,,,,,,square,,,2,circle,,,,,cloud,,,,28,cloud,,,,,,,,,circle,,,
striped,313,0.5,3,313,4,1,,texture,7.888216666666667,0,task,121,313,solid,task,,,121,,,2,0,male,333,,0,0,333,29,,1,green,22a1,0,polka-dotted,"['cloud', 'square', 'blue', 'green']",1,22a1-3,,0,27931,0
striped,232,0.5,4,211,5,1,,texture,7.888216666666667,0,task,211,232,solid,task,,,313,,,2,0,male,211,,0,0,313,29,,1,circle,22b1,0,polka-dotted,"['circle', 'square', 'blue', 'red', 'green']",1,22b1-2,,0,12611,1
striped,122,0.5,5,122,3,0,,texture,7.888216666666667,0,task,121,112,solid,task,,,121,,,2,0,male,112,,1,0,122,29,,1,cloud,322b,1,polka-dotted,"['cloud', 'blue', 'red']",0,322b-2,,0,2590,2
striped,311,0.5,6,221,5,0,,texture,7.888216666666667,0,task,311,221,solid,task,,,221,,,2,0,male,123,,1,0,123,29,,1,blue,22b1,1,polka-dotted,"['cloud', 'circle', 'square', 'blue', 'green']",0,22b1-2,,0,13381,3
,,,,,,,,,7.888216666666667,,,,,,,,1,,,,,,,,,,,,29,,,,,,,,,,,,,
,,,,,,,solid,,7.888216666666667,,,,,,,striped,,,2,striped,,,,,solid,,,,29,polka-dotted,,,,,,,,,polka-dotted,,,
red,233,1,11,233,5,0,,color,7.888216666666667,0.5,task,311,222,blue,task,,,311,,,3,1,male,222,,0,1,233,29,,0,circle,211,0,green,"['circle', 'square', 'solid', 'striped', 'polka-dotted']",0,211-3,,1,23802,0
red,231,1,12,231,4,1,,color,7.888216666666667,0.5,task,231,213,blue,task,,,213,,,3,0,male,333,,0,1,333,29,,0,polka-dotted,22b2b,0,green,"['circle', 'square', 'solid', 'polka-dotted']",1,22b2b-2,,0,27782,1
red,121,1,13,331,4,1,,color,7.888216666666667,0.5,task,121,331,blue,task,,,331,,,3,0,male,322,,0,1,322,29,,0,square,22b2b,0,green,"['cloud', 'square', 'striped', 'polka-dotted']",0.95,22b2b-2,,0,3952,2
red,131,1,14,131,4,1,,color,7.888216666666667,0.5,task,131,122,blue,task,,,333,,,3,0,male,122,,0,1,333,29,,0,cloud,22b1,0,green,"['cloud', 'square', 'striped', 'polka-dotted']",1,22b1-3,,0,26722,3
,,,,,,,,,7.888216666666667,,,,,,,,1,,,,,,,,,,,,29,,,,,,,,,,,,,
,,,,,,,green,,7.888216666666667,,,,,,,blue,,,3,blue,,,,,red,,,,29,red,,,,,,,,,green,,,
red,323,0.5,19,311,4,1,,color,7.888216666666667,0,task,311,331,blue,task,,,331,,,3,0,male,311,,0,2,323,29,,1,square,321,0,green,"['square', 'solid', 'striped', 'polka-dotted']",1,321-2,,0,18011,0
red,333,0.5,20,311,3,1,,color,7.888216666666667,0,task,311,313,blue,task,,,311,,,3,0,male,313,,0,2,333,29,,1,square,322b,0,green,"['square', 'solid', 'polka-dotted']",1,322b-2,,0,27921,1
red,213,0.5,21,332,5,0.047619047619047616,,color,7.888216666666667,0,task,321,332,blue,task,,,332,,,3,0,male,321,,0.9523809523809523,2,213,29,,1,square,211,1,green,"['circle', 'square', 'solid', 'striped', 'polka-dotted']",0.05,211-3,,0,11102,2
red,221,0.5,22,122,4,0,,color,7.888216666666667,0,task,221,122,blue,task,,,322,,,3,0,male,122,,1,2,322,29,,1,striped,321,1,green,"['cloud', 'circle', 'square', 'striped']",0,321-2,,0,4341,3
,,,,,,,,,7.888216666666667,,,,,,,,0.5,,,,,,,,,,,,29,,,,,,,,,,,,,
,,,,,,,blue,,7.888216666666667,,,,,,,red,,,2,red,,,,,blue,,,,29,green,,,,,,,,,green,,,
circle,112,1,27,121,4,1,,shape,7.888216666666667,0,task,121,321,cloud,task,,,121,,,1,0,male,321,,0,3,112,29,,0.5,striped,22a2b,0,square,"['solid', 'striped', 'blue', 'red']",1,22a2b-2b,,0,970,0
circle,232,1,28,232,4,0.05,,shape,7.888216666666667,0,task,312,232,cloud,task,,,313,,,1,0,male,312,,0.95,3,313,29,,0.5,red,22a2b,0.95,square,"['solid', 'polka-dotted', 'red', 'green']",0.05,22a2b-2a,,0,12710,1
circle,313,1,29,123,4,1,,shape,7.888216666666667,0,task,313,123,cloud,task,,,233,,,1,0,male,123,,0,3,233,29,,0.5,green,311,0,square,"['solid', 'striped', 'polka-dotted', 'green']",1,311-3,,0,25300,2
circle,233,1,30,133,3,1,,shape,7.888216666666667,0,task,123,133,cloud,task,,,123,,,1,0,male,133,,0,3,233,29,,0.5,green,322b,0,square,"['striped', 'polka-dotted', 'green']",1,322b-2,,0,25970,3
,,,,,,,,,7.888216666666667,,,,,,,,1,,,,,,,,,,,,29,,,,,,,,,,,,,
,,,,,,,circle,,7.888216666666667,,,,,,,cloud,,,2,cloud,,,,,circle,,,,29,square,,,,,,,,,square,,,
circle,332,1,3,132,3,0.37499999999999994,,shape,12.11975,0.5,task,231,132,cloud,task,,,132,,,1,0.3125,male,231,,0.3125,0,332,30,,0,polka-dotted,321,0.5,square,"['polka-dotted', 'blue', 'red']",0.6,321-3,,0.5,7920,0
circle,213,1,4,113,3,0.42424242424242425,,shape,12.11975,0.5,task,113,213,cloud,task,,,113,,,1,0.30303030303030304,male,223,,0.27272727272727276,0,223,30,,0,green,322b,0.45,square,"['solid', 'striped', 'green']",0.7,322b-2,,0.5,17290,1
circle,313,1,5,113,2,0.48387096774193555,,shape,12.11975,0.5,task,113,213,cloud,task,,,213,,,1,0.2580645161290323,male,113,,0.2580645161290323,0,313,30,,0,solid,331,0.4,square,"['solid', 'green']",0.75,331-3,,0.4,13290,2
circle,333,1,6,133,3,0.5555555555555556,,shape,12.11975,0.5,task,332,133,cloud,task,,,332,,,1,0.22222222222222227,male,133,,0.22222222222222227,0,333,30,,0,polka-dotted,322b,0.4,square,"['polka-dotted', 'red', 'green']",1,322b-2,,0.4,28930,3
,,,,,,,,,12.11975,,,,,,,,1,,,,,,,,,,,,30,,,,,,,,,,,,,
,,,,,,,square,,12.11975,,,,,,,cloud,,,3,cloud,,,,,circle,,,,30,circle,,,,,,,,,square,,,
striped,123,0.5,11,213,5,0.393939393939394,,texture,12.11975,1,task,332,213,solid,task,,,332,,,2,0.30303030303030304,male,213,,0.30303030303030304,1,123,30,,0,green,211,0.5,polka-dotted,"['cloud', 'circle', 'square', 'red', 'green']",0.65,211-3,,0.5,15181,0
striped,132,0.5,12,132,4,0.46428571428571425,,texture,12.11975,1,task,122,132,solid,task,,,122,,,2,0.39285714285714285,male,313,,0.14285714285714285,1,313,30,,0,red,22a1,0.2,polka-dotted,"['cloud', 'square', 'red', 'green']",0.65,22a1-3,,0.55,12571,1
striped,221,0.5,13,212,5,0.625,,texture,12.11975,1,task,221,212,solid,task,,,323,,,2,0.37499999999999994,male,212,,0,1,323,30,,0,circle,22b1,0,polka-dotted,"['circle', 'square', 'blue', 'red', 'green']",1,22b1-2,,0.6,18201,2
striped,231,0.5,14,131,3,0.393939393939394,,texture,12.11975,1,task,111,131,solid,task,,,111,,,2,0.6060606060606061,male,131,,0,1,231,30,,0,cloud,322b,0,polka-dotted,"['cloud', 'circle', 'blue']",0.65,322b-2,,1,501,3
,,,,,,,,,12.11975,,,,,,,,1,,,,,,,,,,,,30,,,,,,,,,,,,,
,,,,,,,solid,,12.11975,,,,,,,polka-dotted,,,3,polka-dotted,,,,,striped,,,,30,striped,,,,,,,,,solid,,,
striped,133,0.5,19,112,4,0.43749999999999994,,texture,12.11975,0,task,131,112,solid,task,,,112,,,2,0.25,male,131,,0.3125,2,133,30,,1,cloud,321,0.5,polka-dotted,"['cloud', 'blue', 'red', 'green']",0.7,321-2,,0.4,20660,0
striped,133,0.5,20,313,4,0.4516129032258065,,texture,12.11975,0,task,313,133,solid,task,,,233,,,2,0.22580645161290325,male,313,,0.32258064516129037,2,233,30,,1,green,321,0.5,polka-dotted,"['cloud', 'circle', 'square', 'green']",0.7,321-2,,0.35,25961,1
striped,322,0.5,21,113,5,0.4516129032258065,,texture,12.11975,0,task,131,322,solid,task,,,113,,,2,0.22580645161290325,male,131,,0.32258064516129037,2,113,30,,1,cloud,211,0.5,polka-dotted,"['cloud', 'square', 'blue', 'red', 'green']",0.7,211-3,,0.35,9131,2
striped,332,0.5,22,312,3,0.4666666666666666,,texture,12.11975,0,task,331,312,solid,task,,,331,,,2,0.19999999999999998,male,312,,0.3333333333333333,2,332,30,,1,square,322b,0.5,polka-dotted,"['square', 'blue', 'red']",0.7,322b-2,,0.3,7430,3
,,,,,,,,,12.11975,,,,,,,,0.25,,,,,,,,,,,,30,,,,,,,,,,,,,
,,,,,,,solid,,12.11975,,,,,,,solid,,,2,striped,,,,,polka-dotted,,,,30,polka-dotted,,,,,,,,,striped,,,
circle,233,0.5,27,332,4,0.29411764705882354,,shape,12.11975,1,task,131,332,cloud,task,,,131,,,1,0.4117647058823529,male,332,,0.29411764705882354,3,233,30,,0,polka-dotted,311,0.5,square,"['polka-dotted', 'blue', 'red', 'green']",0.5,311-3,,0.7,24420,0
circle,232,0.5,28,313,5,0.32258064516129037,,shape,12.11975,1,task,211,232,cloud,task,,,211,,,1,0.4516129032258065,male,313,,0.22580645161290325,3,313,30,,0,solid,22b1,0.35,square,"['solid', 'polka-dotted', 'blue', 'red', 'green']",0.5,22b1-2,,0.7,12610,1
circle,212,0.5,29,111,4,0.3448275862068966,,shape,12.11975,1,task,111,212,cloud,task,,,222,,,1,0.6551724137931034,male,111,,0,3,222,30,,0,solid,22a2b,0,square,"['solid', 'striped', 'blue', 'red']",0.5,22a2b-2a,,0.95,3310,2
circle,213,0.5,30,113,3,0.3448275862068966,,shape,12.11975,1,task,113,213,cloud,task,,,113,,,1,0.6551724137931034,male,223,,0,3,223,30,,0,green,322b,0,square,"['solid', 'striped', 'green']",0.5,322b-2,,0.95,17290,3
,,,,,,,,,12.11975,,,,,,,,0.65,,,,,,,,,,,,30,,,,,,,,,,,,,
,,,,,,,cloud,,12.11975,,,,,,,square,,,3,square,,,,,circle,,,,30,circle,,,,,,,,,cloud,,,
striped,322,0.5,3,131,5,0.2857142857142857,,texture,6.082066666666667,1,task,131,322,solid,task,,,113,,,2,0.42857142857142855,female,131,,0.2857142857142857,0,113,31,,0,blue,211,0.5,polka-dotted,"['cloud', 'square', 'blue', 'red', 'green']",0.5,211-3,,0.75,9131,0
striped,111,0.5,4,131,2,0.2777777777777778,,texture,6.082066666666667,1,task,111,121,solid,task,,,131,,,2,0.4444444444444445,female,121,,0.2777777777777778,0,131,31,,0,blue,331,0.5,polka-dotted,"['cloud', 'blue']",0.5,331-3,,0.8,230,1
striped,133,0.5,5,133,4,0.27027027027027023,,texture,6.082066666666667,1,task,112,332,solid,task,,,332,,,2,0.45945945945945943,female,112,,0.27027027027027023,0,133,31,,0,cloud,22b2b,0.5,polka-dotted,"['cloud', 'square', 'red', 'green']",0.5,22b2b-2,,0.85,21691,2
striped,231,0.5,6,132,4,0.18749999999999997,,texture,6.082066666666667,1,task,231,212,solid,task,,,132,,,2,0.625,female,212,,0.18749999999999997,0,132,31,,0,cloud,22b2b,0.3,polka-dotted,"['cloud', 'circle', 'blue', 'red']",0.3,22b2b-2,,1,5071,3
,,,,,,,,,6.082066666666667,,,,,,,,1,,,,,,,,,,,,31,,,,,,,,,,,,,
,,,,,,,solid,,6.082066666666667,,,,,,,polka-dotted,,,2,polka-dotted,,,,,solid,,,,31,striped,,,,,,,,,striped,,,
red,312,0,11,111,4,0.52,,color,6.082066666666667,1,task,111,312,blue,task,,,111,,,3,0.24,female,332,,0.24,1,332,31,,0.5,cloud,22a2b,0.3,green,"['cloud', 'square', 'solid', 'polka-dotted']",0.65,22a2b-2a,,0.3,7352,0
red,122,0,12,131,4,0.8095238095238094,,color,6.082066666666667,1,task,131,112,blue,task,,,131,,,3,0.09523809523809523,female,112,,0.09523809523809523,1,122,31,,0.5,polka-dotted,321,0.1,green,"['cloud', 'solid', 'striped', 'polka-dotted']",0.85,321-2,,0.1,2621,1
red,232,0,13,123,4,0.5666666666666667,,color,6.082066666666667,1,task,121,232,blue,task,,,121,,,3,0.3666666666666667,female,123,,0.06666666666666667,1,123,31,,0.5,striped,22a1,0.1,green,"['cloud', 'circle', 'striped', 'polka-dotted']",0.85,22a1-3,,0.55,14532,2
red,133,0,14,133,3,0.39999999999999997,,color,6.082066666666667,1,task,131,232,blue,task,,,131,,,3,0.5333333333333333,female,232,,0.06666666666666667,1,133,31,,0.5,cloud,321,0.1,green,"['cloud', 'circle', 'polka-dotted']",0.6,321-3,,0.8,21501,3
,,,,,,,,,6.082066666666667,,,,,,,,0.9,,,,,,,,,,,,31,,,,,,,,,,,,,
,,,,,,,red,,6.082066666666667,,,,,,,green,,,2,green,,,,,red,,,,31,blue,,,,,,,,,blue,,,
red,123,0.5,19,311,5,0.42857142857142855,,color,6.082066666666667,0,task,311,221,blue,task,,,221,,,3,0.2857142857142857,female,311,,0.2857142857142857,2,123,31,,1,solid,22b1,0.5,green,"['cloud', 'circle', 'square', 'solid', 'striped']",0.75,22b1-2,,0.5,13382,0
red,123,0.5,20,222,4,0.3888888888888889,,color,6.082066666666667,0,task,321,222,blue,task,,,321,,,3,0.1388888888888889,female,222,,0.47222222222222227,2,123,31,,1,circle,311,0.85,green,"['cloud', 'circle', 'square', 'striped']",0.7,311-3,,0.25,14131,1
red,133,0.5,21,111,4,0.3888888888888889,,color,6.082066666666667,0,task,111,231,blue,task,,,111,,,3,0.1388888888888889,female,231,,0.47222222222222227,2,133,31,,1,cloud,22b2b,0.85,green,"['cloud', 'circle', 'solid', 'polka-dotted']",0.7,22b2b-2,,0.25,20452,2
red,323,0.5,22,132,5,0.3888888888888889,,color,6.082066666666667,0,task,221,132,blue,task,,,221,,,3,0.1388888888888889,female,132,,0.47222222222222227,2,323,31,,1,cloud,211,0.85,green,"['cloud', 'circle', 'square', 'striped', 'polka-dotted']",0.7,211-3,,0.25,18802,3
,,,,,,,,,6.082066666666667,,,,,,,,0.95,,,,,,,,,,,,31,,,,,,,,,,,,,
,,,,,,,blue,,6.082066666666667,,,,,,,red,,,3,red,,,,,green,,,,31,green,,,,,,,,,blue,,,
striped,232,1,27,211,4,0.7142857142857143,,texture,6.082066666666667,0,task,211,232,solid,task,,,211,,,2,0.14285714285714285,female,223,,0.14285714285714285,3,223,31,,0.5,circle,311,0.15,polka-dotted,"['circle', 'blue', 'red', 'green']",0.75,311-3,,0.15,16610,0
striped,312,1,28,312,4,0.7142857142857143,,texture,6.082066666666667,0,task,312,223,solid,task,,,223,,,2,0.14285714285714285,female,233,,0.14285714285714285,3,233,31,,0.5,square,22a1,0.15,polka-dotted,"['circle', 'square', 'red', 'green']",0.75,22a1-3,,0.15,25421,1
striped,232,1,29,212,3,0.7142857142857143,,texture,6.082066666666667,0,task,212,232,solid,task,,,223,,,2,0.14285714285714285,female,212,,0.14285714285714285,3,223,31,,0.5,red,321,0.15,polka-dotted,"['circle', 'red', 'green']",0.75,321-3,,0.15,16700,2
striped,222,1,30,222,4,0.7142857142857143,,texture,6.082066666666667,0,task,222,223,solid,task,,,133,,,2,0.14285714285714285,female,223,,0.14285714285714285,3,133,31,,0.5,red,22a2b,0.15,polka-dotted,"['cloud', 'circle', 'red', 'green']",0.75,22a2b-2a,,0.15,22681,3
,,,,,,,,,6.082066666666667,,,,,,,,0.9,,,,,,,,,,,,31,,,,,,,,,,,,,
,,,,,,,striped,,6.082066666666667,,,,,,,solid,,,2,solid,,,,,striped,,,,31,polka-dotted,,,,,,,,,polka-dotted,,,
striped,231,0.5,3,113,5,0.6363636363636364,,texture,13.078716666666667,1,task,311,231,solid,task,,,113,,,2,0.18181818181818185,male,311,,0.18181818181818185,0,113,32,,0,green,22b1,0.2,polka-dotted,"['cloud', 'circle', 'square', 'blue', 'green']",0.7,22b1-2,,0.2,8391,0
striped,113,0.5,4,332,4,0.22727272727272727,,texture,13.078716666666667,1,task,122,332,solid,task,,,122,,,2,0.5454545454545454,male,332,,0.22727272727272727,0,113,32,,0,square,22b1,0.25,polka-dotted,"['cloud', 'square', 'red', 'green']",0.25,22b1-3,,0.6,9641,1
striped,331,0.5,5,121,4,0.2173913043478261,,texture,13.078716666666667,1,task,121,331,solid,task,,,322,,,2,0.2173913043478261,male,121,,0.5652173913043479,0,322,32,,0,cloud,22b2b,0.65,polka-dotted,"['cloud', 'square', 'blue', 'red']",0.25,22b2b-2,,0.25,3951,2
striped,131,0.5,6,131,4,0.1739130434782609,,texture,13.078716666666667,1,task,211,311,solid,task,,,311,,,2,0.6521739130434783,male,211,,0.1739130434782609,0,131,32,,0,blue,321,0.2,polka-dotted,"['cloud', 'circle', 'square', 'blue']",0.2,321-2,,0.75,221,3
,,,,,,,,,13.078716666666667,,,,,,,,0.35,,,,,,,,,,,,32,,,,,,,,,,,,,
,,,,,,,solid,,13.078716666666667,,,,,,,polka-dotted,,,2,polka-dotted,,,,,solid,,,,32,striped,,,,,,,,,striped,,,
red,311,1,11,311,4,0.5925925925925926,,color,13.078716666666667,0,task,311,122,blue,task,,,122,,,3,0.2222222222222222,male,323,,0.18518518518518517,1,323,32,,0.5,square,22b1,0.25,green,"['cloud', 'square', 'solid', 'striped']",0.8,22b1-3,,0.3,18392,0
red,113,1,12,113,5,0.2222222222222222,,color,13.078716666666667,0,task,221,232,blue,task,,,221,,,3,0.5555555555555555,male,232,,0.2222222222222222,1,113,32,,0.5,cloud,211,0.3,green,"['cloud', 'circle', 'solid', 'striped', 'polka-dotted']",0.3,211-3,,0.75,9402,1
red,233,1,13,233,4,0.2,,color,13.078716666666667,0,task,311,312,blue,task,,,312,,,3,0.6,male,311,,0.2,1,233,32,,0.5,polka-dotted,22a1,0.25,green,"['circle', 'square', 'solid', 'polka-dotted']",0.25,22a1-3,,0.75,23572,2
red,232,1,14,232,4,0.14285714285714285,,color,13.078716666666667,0,task,311,232,blue,task,,,311,,,3,0.4857142857142857,male,233,,0.37142857142857144,1,233,32,,0.5,circle,22a1,0.65,green,"['circle', 'square', 'solid', 'polka-dotted']",0.25,22a1-3,,0.85,24222,3
,,,,,,,,,13.078716666666667,,,,,,,,0.55,,,,,,,,,,,,32,,,,,,,,,,,,,
,,,,,,,red,,13.078716666666667,,,,,,,green,,,0,blue,,,,,blue,,,,32,green,,,,,,,,,red,,,
red,112,0,19,112,4,0.11538461538461539,,color,13.078716666666667,0.5,task,311,131,blue,task,,,311,,,3,0.11538461538461539,male,131,,0.7692307692307694,2,112,32,,1,solid,22b2b,1,green,"['cloud', 'square', 'solid', 'polka-dotted']",0.15,22b2b-2,,0.15,1012,0
red,231,0,20,322,5,0.14285714285714288,,color,13.078716666666667,0.5,task,231,322,blue,task,,,322,,,3,0.14285714285714288,male,132,,0.7142857142857143,2,132,32,,1,square,22b1,1,green,"['cloud', 'circle', 'square', 'striped', 'polka-dotted']",0.2,22b1-2,,0.2,5532,1
red,121,0,21,122,3,0.11538461538461539,,color,13.078716666666667,0.5,task,121,122,blue,task,,,122,,,3,0.11538461538461539,male,222,,0.7692307692307694,2,222,32,,1,cloud,322b,1,green,"['cloud', 'circle', 'striped']",0.15,322b-2,,0.15,3551,2
red,232,0,22,232,3,0,,color,13.078716666666667,0.5,task,131,232,blue,task,,,133,,,3,0,male,131,,1,2,133,32,,1,polka-dotted,321,1,green,"['cloud', 'circle', 'polka-dotted']",0,321-3,,0,21501,3
,,,,,,,,,13.078716666666667,,,,,,,,0.8,,,,,,,,,,,,32,,,,,,,,,,,,,
,,,,,,,green,,13.078716666666667,,,,,,,red,,,3,red,,,,,blue,,,,32,blue,,,,,,,,,green,,,
circle,233,0.5,27,222,4,0.2777777777777778,,shape,13.078716666666667,0,task,222,322,cloud,task,,,322,,,1,0.2777777777777778,male,222,,0.4444444444444445,3,233,32,,1,striped,22a2b,0.8,square,"['striped', 'polka-dotted', 'red', 'green']",0.5,22a2b-2b,,0.5,24040,0
circle,123,0.5,28,231,5,0.16666666666666669,,shape,13.078716666666667,0,task,231,132,cloud,task,,,231,,,1,0.16666666666666669,male,132,,0.6666666666666667,3,123,32,,1,polka-dotted,22b1,0.8,square,"['striped', 'polka-dotted', 'blue', 'red', 'green']",0.2,22b1-2,,0.2,14420,1
circle,312,0.5,29,232,4,0.14285714285714288,,shape,13.078716666666667,0,task,312,232,cloud,task,,,232,,,1,0.17857142857142858,male,313,,0.6785714285714286,3,313,32,,1,polka-dotted,22a2b,0.95,square,"['solid', 'polka-dotted', 'red', 'green']",0.2,22a2b-2a,,0.25,12710,2
circle,222,0.5,30,222,3,0.08,,shape,13.078716666666667,0,task,222,322,cloud,task,,,322,,,1,0.16,male,123,,0.76,3,123,32,,1,red,321,0.95,square,"['striped', 'red', 'green']",0.1,321-3,,0.2,14340,3
,,,,,,,,,13.078716666666667,,,,,,,,0.6,,,,,,,,,,,,32,,,,,,,,,,,,,
,,,,,,,cloud,,13.078716666666667,,,,,,,circle,,,2,circle,,,,,cloud,,,,32,square,,,,,,,,,square,,,
red,313,0,3,223,4,0,,color,11.863033333333334,1,task,222,313,blue,task,,,223,,,3,0.6129032258064516,female,222,,0.38709677419354843,0,223,33,,0.5,striped,22a2b,0.6,green,"['circle', 'square', 'solid', 'striped']",0,22a2b-2b,,0.95,17432,0
red,121,0,4,322,4,0,,color,11.863033333333334,1,task,121,331,blue,task,,,322,,,3,0.28571428571428575,female,331,,0.7142857142857143,0,322,33,,0.5,striped,22b2b,1,green,"['cloud', 'square', 'striped', 'polka-dotted']",0,22b2b-2,,0.4,3952,1
red,121,0,5,122,3,0,,color,11.863033333333334,1,task,121,122,blue,task,,,113,,,3,0,female,122,,1,0,113,33,,0.5,striped,321,1,green,"['cloud', 'solid', 'striped']",0,321-3,,0,8851,2
red,131,0,6,122,4,0.047619047619047616,,color,11.863033333333334,1,task,131,122,blue,task,,,333,,,3,0,female,122,,0.9523809523809523,0,333,33,,0.5,striped,22b1,1,green,"['cloud', 'square', 'striped', 'polka-dotted']",0.05,22b1-3,,0,26722,3
,,,,,,,,,11.863033333333334,,,,,,,,1,,,,,,,,,,,,33,,,,,,,,,,,,,
,,,,,,,red,,11.863033333333334,,,,,,,red,,,1,green,,,,,green,,,,33,blue,,,,,,,,,blue,,,
red,333,0.5,11,332,3,0.3333333333333333,,color,11.863033333333334,0,task,332,133,blue,task,,,332,,,3,0,female,133,,0.6666666666666666,1,333,33,,1,square,322b,1,green,"['cloud', 'square', 'polka-dotted']",0.5,322b-2,,0,28931,0
red,333,0.5,12,221,4,0.5,,color,11.863033333333334,0,task,221,322,blue,task,,,221,,,3,0,female,322,,0.5,1,333,33,,1,circle,22b1,1,green,"['circle', 'square', 'striped', 'polka-dotted']",1,22b1-3,,0,26952,1
red,222,0.5,13,222,3,0.3103448275862069,,color,11.863033333333334,0,task,122,222,blue,task,,,123,,,3,0,female,122,,0.6896551724137931,1,123,33,,1,circle,322b,1,green,"['cloud', 'circle', 'striped']",0.45,322b-2,,0,14201,2
red,122,0.5,14,111,4,0.48780487804878053,,color,11.863033333333334,0,task,111,122,blue,task,,,111,,,3,0.02439024390243903,female,323,,0.48780487804878053,1,323,33,,1,solid,22b1,1,green,"['cloud', 'square', 'solid', 'striped']",1,22b1-3,,0.05,18372,3
,,,,,,,,,11.863033333333334,,,,,,,,0.75,,,,,,,,,,,,33,,,,,,,,,,,,,
,,,,,,,blue,,11.863033333333334,,,,,,,blue,,,2,red,,,,,green,,,,33,green,,,,,,,,,red,,,
red,113,1,19,113,4,0.4,,color,11.863033333333334,0.5,task,132,113,blue,task,,,132,,,3,0.6,female,123,,0,2,123,33,,0,solid,321,0,green,"['cloud', 'solid', 'striped', 'polka-dotted']",0.5,321-2,,0.75,14981,0
red,332,1,20,131,5,0.5161290322580645,,color,11.863033333333334,0.5,task,131,222,blue,task,,,222,,,3,0.48387096774193544,female,131,,0,2,332,33,,0,cloud,22b1,0,green,"['cloud', 'circle', 'square', 'striped', 'polka-dotted']",0.8,22b1-2,,0.75,7642,1
red,323,1,21,111,5,0.5714285714285714,,color,11.863033333333334,0.5,task,111,213,blue,task,,,111,,,3,0.42857142857142855,female,213,,0,2,323,33,,0,cloud,22b1,0,green,"['cloud', 'circle', 'square', 'solid', 'striped']",1,22b1-2,,0.75,19422,2
red,332,1,22,332,5,0.5128205128205129,,color,11.863033333333334,0.5,task,121,222,blue,task,,,222,,,3,0.38461538461538464,female,121,,0.10256410256410257,2,332,33,,0,polka-dotted,22b1,0.2,green,"['cloud', 'circle', 'square', 'striped', 'polka-dotted']",1,22b1-2,,0.75,7612,3
,,,,,,,,,11.863033333333334,,,,,,,,0.65,,,,,,,,,,,,33,,,,,,,,,,,,,
,,,,,,,green,,11.863033333333334,,,,,,,blue,,,3,blue,,,,,red,,,,33,red,,,,,,,,,green,,,
