"","X","workerid","pref1","order0","simPreference0","slide_number","simulatedAnswer","numFeatures","normResponse0","simRank1","targetFeature","Answer.time_in_minutes","simPreference2","trial_type","obj1","obj2","pref0","name","guessRank0","certainty","order2","evalNum","simRank0","targetFeatureNum","normResponse2","sex","order1","guessRank2","normResponse1","blockNr","obj3","simRank2","simPreference1","utterance","uttCode","response1","pref2","featuresPresent","response0","targetUttCode","guessRank1","response2","item","trialNum","education","enjoyment","language","gender","comments","age","assess","orderObjNum1","orderObjNum2","orderObjNum3","simulatedAnswerObjNum","utteranceNum","evalNumModel","allPresentFeaValues","ambiguous","preferencesPrior1","preferencesPrior2","preferencesPrior3"
"447",447,27,"circle",123,0.5,29,223,4,0,"cloud","shape",6.6877,0,"task",332,123,"cloud","task","circle",0.65,332,"2","circle",1,0,"female",223,"cloud",1,3,223,"square",1,"striped","22a1",1,"square","['striped', 'polka-dotted', 'red', 'green']",0,"22a1-3","square",0,17670,2,3,2,"English","Female",NA,35,"Yes",22,23,18,23,"5","3","1, 5, 9, 2, 5, 9, 3, 6, 8",TRUE,0.234375,0.625,0.140625
"448",448,27,"circle",333,0.5,30,223,4,0,"cloud","shape",6.6877,0,"task",121,223,"cloud","task","circle",0.65,121,"2","circle",1,0,"female",223,"cloud",1,3,333,"square",1,"striped","22b1",1,"square","['striped', 'polka-dotted', 'blue', 'green']",0,"22b1-3","square",0,28340,3,3,2,"English","Female",NA,35,"Yes",27,23,4,23,"5","3","3, 6, 9, 2, 5, 9, 1, 5, 7",TRUE,0.138248847926267,0.737327188940092,0.124423963133641
"465",465,29,"striped",313,0.5,3,313,4,1,"solid","texture",7.88821666666667,0,"task",121,313,"solid","task","striped",1,121,"1","striped",2,0,"male",333,"solid",0,0,333,"polka-dotted",1,"green","22a1",0,"polka-dotted","['cloud', 'square', 'blue', 'green']",1,"22a1-3","polka-dotted",0,27931,0,2,2,"english","Male",NA,33,"Yes",21,27,4,21,"9","2","3, 4, 9, 3, 6, 9, 1, 5, 7",TRUE,0.444444444444444,0.333333333333333,0.222222222222222
"466",466,29,"striped",232,0.5,4,211,5,1,"solid","texture",7.88821666666667,0,"task",211,232,"solid","task","striped",1,313,"1","striped",2,0,"male",211,"solid",0,0,313,"polka-dotted",1,"circle","22b1",0,"polka-dotted","['circle', 'square', 'blue', 'red', 'green']",1,"22b1-2","polka-dotted",0,12611,1,2,2,"english","Male",NA,33,"Yes",17,2,21,2,"2","3","2, 6, 8, 2, 4, 7, 3, 4, 9",TRUE,0.395604395604396,0.494505494505495,0.10989010989011
"467",467,29,"striped",122,0.5,5,122,3,0,"solid","texture",7.88821666666667,0,"task",121,112,"solid","task","striped",1,121,"2","striped",2,0,"male",112,"solid",1,0,122,"polka-dotted",1,"cloud","322b",1,"polka-dotted","['cloud', 'blue', 'red']",0,"322b-2","polka-dotted",0,2590,2,2,2,"english","Male",NA,33,"Yes",13,10,4,13,"1","2","1, 5, 8, 1, 4, 8, 1, 5, 7",TRUE,0.250871080139373,0.470383275261324,0.278745644599303
"468",468,29,"striped",311,0.5,6,221,5,0,"solid","texture",7.88821666666667,0,"task",311,221,"solid","task","striped",1,221,"2","striped",2,0,"male",123,"solid",1,0,123,"polka-dotted",1,"blue","22b1",1,"polka-dotted","['cloud', 'circle', 'square', 'blue', 'green']",0,"22b1-2","polka-dotted",0,13381,3,2,2,"english","Male",NA,33,"Yes",3,22,5,5,"7","2","3, 4, 7, 1, 5, 9, 2, 5, 7",TRUE,0.12972972972973,0.437837837837838,0.432432432432432
"469",469,29,"red",233,1,11,233,5,0,"green","color",7.88821666666667,0.5,"task",311,222,"blue","task","blue",1,311,"1","blue",3,1,"male",222,"red",0,1,233,"red",0,"circle","211",0,"green","['circle', 'square', 'solid', 'striped', 'polka-dotted']",0,"211-3","green",1,23802,0,2,2,"english","Male",NA,33,"Yes",26,14,3,26,"2","2","2, 6, 9, 2, 5, 8, 3, 4, 7",TRUE,0.333333333333333,0.222222222222222,0.444444444444444
"470",470,29,"red",231,1,12,231,4,1,"green","color",7.88821666666667,0.5,"task",231,213,"blue","task","blue",1,213,"3","blue",3,0,"male",333,"red",0,1,333,"red",0,"polka-dotted","22b2b",0,"green","['circle', 'square', 'solid', 'polka-dotted']",1,"22b2b-2","green",0,27782,1,2,2,"english","Male",NA,33,"Yes",8,27,20,8,"6","1","2, 6, 7, 3, 6, 9, 2, 4, 9",TRUE,0.357142857142857,0.357142857142857,0.285714285714286
"471",471,29,"red",121,1,13,331,4,1,"green","color",7.88821666666667,0.5,"task",121,331,"blue","task","blue",1,331,"3","blue",3,0,"male",322,"red",0,1,322,"red",0,"square","22b2b",0,"green","['cloud', 'square', 'striped', 'polka-dotted']",0.95,"22b2b-2","green",0,3952,2,2,2,"english","Male",NA,33,"Yes",4,15,9,9,"3","2","1, 5, 7, 3, 5, 8, 3, 6, 7",TRUE,0.346153846153846,0.192307692307692,0.461538461538462
"472",472,29,"red",131,1,14,131,4,1,"green","color",7.88821666666667,0.5,"task",131,122,"blue","task","blue",1,333,"3","blue",3,0,"male",122,"red",0,1,333,"red",0,"cloud","22b1",0,"green","['cloud', 'square', 'striped', 'polka-dotted']",1,"22b1-3","green",0,26722,3,2,2,"english","Male",NA,33,"Yes",7,13,27,7,"1","2","1, 6, 7, 1, 5, 8, 3, 6, 9",TRUE,0.439024390243902,0.121951219512195,0.439024390243902
"473",473,29,"red",323,0.5,19,311,4,1,"blue","color",7.88821666666667,0,"task",311,331,"blue","task","red",0.5,331,"1","red",3,0,"male",311,"blue",0,2,323,"green",1,"square","321",0,"green","['square', 'solid', 'striped', 'polka-dotted']",1,"321-2","green",0,18011,0,2,2,"english","Male",NA,33,"Yes",24,3,9,3,"3","3","3, 5, 9, 3, 4, 7, 3, 6, 7",TRUE,0.230769230769231,0.615384615384615,0.153846153846154
"474",474,29,"red",333,0.5,20,311,3,1,"blue","color",7.88821666666667,0,"task",311,313,"blue","task","red",0.5,311,"1","red",3,0,"male",313,"blue",0,2,333,"green",1,"square","322b",0,"green","['square', 'solid', 'polka-dotted']",1,"322b-2","green",0,27921,1,2,2,"english","Male",NA,33,"Yes",27,21,3,3,"3","3","3, 6, 9, 3, 4, 9, 3, 4, 7",TRUE,0.15,0.8,0.05
"475",475,29,"red",213,0.5,21,332,5,0.0476190476190476,"blue","color",7.88821666666667,0,"task",321,332,"blue","task","red",0.5,332,"3","red",3,0,"male",321,"blue",0.952380952380952,2,213,"green",1,"square","211",1,"green","['circle', 'square', 'solid', 'striped', 'polka-dotted']",0.05,"211-3","green",0,11102,2,2,2,"english","Male",NA,33,"Yes",20,6,18,18,"3","3","2, 4, 9, 3, 5, 7, 3, 6, 8",TRUE,0.0821917808219178,0.876712328767123,0.0410958904109589
"476",476,29,"red",221,0.5,22,122,4,0,"blue","color",7.88821666666667,0,"task",221,122,"blue","task","red",0.5,322,"2","red",3,0,"male",122,"blue",1,2,322,"green",1,"striped","321",1,"green","['cloud', 'circle', 'square', 'striped']",0,"321-2","green",0,4341,3,2,2,"english","Male",NA,33,"Yes",5,13,15,13,"5","2","2, 5, 7, 1, 5, 8, 3, 5, 8",TRUE,0.0526315789473684,0.842105263157895,0.105263157894737
"477",477,29,"circle",112,1,27,121,4,1,"circle","shape",7.88821666666667,0,"task",121,321,"cloud","task","cloud",1,121,"2","cloud",1,0,"male",321,"circle",0,3,112,"square",0.5,"striped","22a2b",0,"square","['solid', 'striped', 'blue', 'red']",1,"22a2b-2b","square",0,970,0,2,2,"english","Male",NA,33,"Yes",10,6,4,4,"5","2","1, 4, 8, 3, 5, 7, 1, 5, 7",TRUE,0.310344827586207,0.517241379310345,0.172413793103448
"478",478,29,"circle",232,1,28,232,4,0.05,"circle","shape",7.88821666666667,0,"task",312,232,"cloud","task","cloud",1,313,"2","cloud",1,0,"male",312,"circle",0.95,3,313,"square",0.5,"red","22a2b",0.95,"square","['solid', 'polka-dotted', 'red', 'green']",0.05,"22a2b-2a","square",0,12710,1,2,2,"english","Male",NA,33,"Yes",17,12,21,17,"8","2","2, 6, 8, 3, 4, 8, 3, 4, 9",TRUE,0.428571428571429,0.476190476190476,0.0952380952380953
"479",479,29,"circle",313,1,29,123,4,1,"circle","shape",7.88821666666667,0,"task",313,123,"cloud","task","cloud",1,233,"2","cloud",1,0,"male",123,"circle",0,3,233,"square",0.5,"green","311",0,"square","['solid', 'striped', 'polka-dotted', 'green']",1,"311-3","square",0,25300,2,2,2,"english","Male",NA,33,"Yes",21,22,26,22,"9","3","3, 4, 9, 1, 5, 9, 2, 6, 9",TRUE,0.6,0.333333333333333,0.0666666666666667
"480",480,29,"circle",233,1,30,133,3,1,"circle","shape",7.88821666666667,0,"task",123,133,"cloud","task","cloud",1,123,"2","cloud",1,0,"male",133,"circle",0,3,233,"square",0.5,"green","322b",0,"square","['striped', 'polka-dotted', 'green']",1,"322b-2","square",0,25970,3,2,2,"english","Male",NA,33,"Yes",26,25,22,25,"9","3","2, 6, 9, 1, 6, 9, 1, 5, 9",TRUE,0.6,0.222222222222222,0.177777777777778
"481",481,30,"circle",332,1,3,132,3,0.375,"square","shape",12.11975,0.5,"task",231,132,"cloud","task","cloud",1,132,"3","cloud",1,0.3125,"male",231,"circle",0.3125,0,332,"circle",0,"polka-dotted","321",0.5,"square","['polka-dotted', 'blue', 'red']",0.6,"321-3","square",0.5,7920,0,1,2,"English","Male",NA,24,"Yes",18,8,16,16,"6","3","3, 6, 8, 2, 6, 7, 1, 6, 8",TRUE,0.5,0.25,0.25
"482",482,30,"circle",213,1,4,113,3,0.424242424242424,"square","shape",12.11975,0.5,"task",113,213,"cloud","task","cloud",1,113,"3","cloud",1,0.303030303030303,"male",223,"circle",0.272727272727273,0,223,"circle",0,"green","322b",0.45,"square","['solid', 'striped', 'green']",0.7,"322b-2","square",0.5,17290,1,1,2,"English","Male",NA,24,"Yes",20,23,19,19,"9","2","2, 4, 9, 2, 5, 9, 1, 4, 9",TRUE,0.444444444444444,0.111111111111111,0.444444444444444
"483",483,30,"circle",313,1,5,113,2,0.483870967741936,"square","shape",12.11975,0.5,"task",113,213,"cloud","task","cloud",1,213,"3","cloud",1,0.258064516129032,"male",113,"circle",0.258064516129032,0,313,"circle",0,"solid","331",0.4,"square","['solid', 'green']",0.75,"331-3","square",0.4,13290,2,1,2,"English","Male",NA,24,"Yes",21,19,20,19,"4","3","3, 4, 9, 1, 4, 9, 2, 4, 9",TRUE,0.615384615384615,0.0769230769230769,0.307692307692308
"484",484,30,"circle",333,1,6,133,3,0.555555555555556,"square","shape",12.11975,0.5,"task",332,133,"cloud","task","cloud",1,332,"3","cloud",1,0.222222222222222,"male",133,"circle",0.222222222222222,0,333,"circle",0,"polka-dotted","322b",0.4,"square","['polka-dotted', 'red', 'green']",1,"322b-2","square",0.4,28930,3,1,2,"English","Male",NA,24,"Yes",27,25,18,25,"6","3","3, 6, 9, 1, 6, 9, 3, 6, 8",TRUE,0.666666666666667,0.166666666666667,0.166666666666667
"485",485,30,"striped",123,0.5,11,213,5,0.393939393939394,"solid","texture",12.11975,1,"task",332,213,"solid","task","polka-dotted",1,332,"2","polka-dotted",2,0.303030303030303,"male",213,"striped",0.303030303030303,1,123,"striped",0,"green","211",0.5,"polka-dotted","['cloud', 'circle', 'square', 'red', 'green']",0.65,"211-3","solid",0.5,15181,0,1,2,"English","Male",NA,24,"Yes",22,20,18,20,"9","2","1, 5, 9, 2, 4, 9, 3, 6, 8",TRUE,0.444444444444444,0.222222222222222,0.333333333333333
"486",486,30,"striped",132,0.5,12,132,4,0.464285714285714,"solid","texture",12.11975,1,"task",122,132,"solid","task","polka-dotted",1,122,"2","polka-dotted",2,0.392857142857143,"male",313,"striped",0.142857142857143,1,313,"striped",0,"red","22a1",0.2,"polka-dotted","['cloud', 'square', 'red', 'green']",0.65,"22a1-3","solid",0.55,12571,1,1,2,"English","Male",NA,24,"Yes",16,21,13,16,"8","3","1, 6, 8, 3, 4, 9, 1, 5, 8",TRUE,0.428571428571429,0.142857142857143,0.428571428571429
"487",487,30,"striped",221,0.5,13,212,5,0.625,"solid","texture",12.11975,1,"task",221,212,"solid","task","polka-dotted",1,323,"2","polka-dotted",2,0.375,"male",212,"striped",0,1,323,"striped",0,"circle","22b1",0,"polka-dotted","['circle', 'square', 'blue', 'red', 'green']",1,"22b1-2","solid",0.6,18201,2,1,2,"English","Male",NA,24,"Yes",5,11,24,11,"2","3","2, 5, 7, 2, 4, 8, 3, 5, 9",TRUE,0.37037037037037,0.0740740740740741,0.555555555555556
"488",488,30,"striped",231,0.5,14,131,3,0.393939393939394,"solid","texture",12.11975,1,"task",111,131,"solid","task","polka-dotted",1,111,"3","polka-dotted",2,0.606060606060606,"male",131,"striped",0,1,231,"striped",0,"cloud","322b",0,"polka-dotted","['cloud', 'circle', 'blue']",0.65,"322b-2","solid",1,501,3,1,2,"English","Male",NA,24,"Yes",8,7,1,7,"1","3","2, 6, 7, 1, 6, 7, 1, 4, 7",TRUE,0.232558139534884,0.13953488372093,0.627906976744186
"489",489,30,"striped",133,0.5,19,112,4,0.4375,"solid","texture",12.11975,0,"task",131,112,"solid","task","solid",0.25,112,"2","striped",2,0.25,"male",131,"polka-dotted",0.3125,2,133,"polka-dotted",1,"cloud","321",0.5,"polka-dotted","['cloud', 'blue', 'red', 'green']",0.7,"321-2","striped",0.4,20660,0,1,2,"English","Male",NA,24,"Yes",25,7,10,10,"1","3","1, 6, 9, 1, 6, 7, 1, 4, 8",TRUE,0.285714285714286,0.571428571428572,0.142857142857143
"490",490,30,"striped",133,0.5,20,313,4,0.451612903225806,"solid","texture",12.11975,0,"task",313,133,"solid","task","solid",0.25,233,"2","striped",2,0.225806451612903,"male",313,"polka-dotted",0.32258064516129,2,233,"polka-dotted",1,"green","321",0.5,"polka-dotted","['cloud', 'circle', 'square', 'green']",0.7,"321-2","striped",0.35,25961,1,1,2,"English","Male",NA,24,"Yes",25,21,26,21,"9","3","1, 6, 9, 3, 4, 9, 2, 6, 9",TRUE,0.19047619047619,0.761904761904762,0.0476190476190476
"491",491,30,"striped",322,0.5,21,113,5,0.451612903225806,"solid","texture",12.11975,0,"task",131,322,"solid","task","solid",0.25,113,"2","striped",2,0.225806451612903,"male",131,"polka-dotted",0.32258064516129,2,113,"polka-dotted",1,"cloud","211",0.5,"polka-dotted","['cloud', 'square', 'blue', 'red', 'green']",0.7,"211-3","striped",0.35,9131,2,1,2,"English","Male",NA,24,"Yes",15,7,19,19,"1","3","3, 5, 8, 1, 6, 7, 1, 4, 9",TRUE,0.242424242424242,0.727272727272727,0.0303030303030303
"492",492,30,"striped",332,0.5,22,312,3,0.466666666666667,"solid","texture",12.11975,0,"task",331,312,"solid","task","solid",0.25,331,"2","striped",2,0.2,"male",312,"polka-dotted",0.333333333333333,2,332,"polka-dotted",1,"square","322b",0.5,"polka-dotted","['square', 'blue', 'red']",0.7,"322b-2","striped",0.3,7430,3,1,2,"English","Male",NA,24,"Yes",18,12,9,12,"3","3","3, 6, 8, 3, 4, 8, 3, 6, 7",TRUE,0.141592920353982,0.849557522123894,0.00884955752212389
"493",493,30,"circle",233,0.5,27,332,4,0.294117647058824,"cloud","shape",12.11975,1,"task",131,332,"cloud","task","square",0.65,131,"2","square",1,0.411764705882353,"male",332,"circle",0.294117647058824,3,233,"circle",0,"polka-dotted","311",0.5,"square","['polka-dotted', 'blue', 'red', 'green']",0.5,"311-3","cloud",0.7,24420,0,1,2,"English","Male",NA,24,"Yes",26,18,7,18,"6","2","2, 6, 9, 3, 6, 8, 1, 6, 7",TRUE,0.25,0.25,0.5
"494",494,30,"circle",232,0.5,28,313,5,0.32258064516129,"cloud","shape",12.11975,1,"task",211,232,"cloud","task","square",0.65,211,"3","square",1,0.451612903225806,"male",313,"circle",0.225806451612903,3,313,"circle",0,"solid","22b1",0.35,"square","['solid', 'polka-dotted', 'blue', 'red', 'green']",0.5,"22b1-2","cloud",0.7,12610,1,1,2,"English","Male",NA,24,"Yes",17,21,2,21,"4","3","2, 6, 8, 3, 4, 9, 2, 4, 7",TRUE,0.365853658536585,0.146341463414634,0.48780487804878
"495",495,30,"circle",212,0.5,29,111,4,0.344827586206897,"cloud","shape",12.11975,1,"task",111,212,"cloud","task","square",0.65,222,"3","square",1,0.655172413793103,"male",111,"circle",0,3,222,"circle",0,"solid","22a2b",0,"square","['solid', 'striped', 'blue', 'red']",0.5,"22a2b-2a","cloud",0.95,3310,2,1,2,"English","Male",NA,24,"Yes",11,1,14,1,"4","3","2, 4, 8, 1, 4, 7, 2, 5, 8",TRUE,0.308641975308642,0.0740740740740741,0.617283950617284
"496",496,30,"circle",213,0.5,30,113,3,0.344827586206897,"cloud","shape",12.11975,1,"task",113,213,"cloud","task","square",0.65,113,"3","square",1,0.655172413793103,"male",223,"circle",0,3,223,"circle",0,"green","322b",0,"square","['solid', 'striped', 'green']",0.5,"322b-2","cloud",0.95,17290,3,1,2,"English","Male",NA,24,"Yes",20,23,19,19,"9","3","2, 4, 9, 2, 5, 9, 1, 4, 9",TRUE,0.1953125,0.0234375,0.78125
"561",561,35,"red",132,0,3,132,4,0.285714285714286,"red","color",4.15328333333333,1,"task",132,332,"blue","task","green",0.5,332,"2","green",3,0.285714285714286,"female",323,"blue",0.428571428571429,0,323,"blue",0.5,"polka-dotted","22a2b",0.75,"green","['cloud', 'square', 'striped', 'polka-dotted']",0.5,"22a2b-2a","red",0.5,19222,0,2,2,"English","Female",NA,26,"Yes",16,24,18,16,"6","1","1, 6, 8, 3, 5, 9, 3, 6, 8",FALSE,0.5,0.25,0.25
"562",562,35,"red",332,0,4,332,4,0.260869565217391,"red","color",4.15328333333333,1,"task",332,133,"blue","task","green",0.5,233,"1","green",3,0.217391304347826,"female",133,"blue",0.521739130434783,0,233,"blue",0.5,"square","321",0.6,"green","['cloud', 'circle', 'square', 'polka-dotted']",0.3,"321-2","red",0.25,25931,1,2,2,"English","Female",NA,26,"Yes",18,25,26,18,"3","1","3, 6, 8, 1, 6, 9, 2, 6, 9",FALSE,0.5,0.25,0.25
"563",563,35,"red",111,0,5,313,3,0.193548387096774,"red","color",4.15328333333333,1,"task",111,311,"blue","task","green",0.5,311,"3","green",3,0.483870967741935,"female",313,"blue",0.32258064516129,0,313,"blue",0.5,"square","322b",0.5,"green","['cloud', 'square', 'solid']",0.3,"322b-2","red",0.75,11411,2,2,2,"English","Female",NA,26,"Yes",1,21,3,21,"3","1","1, 4, 7, 3, 4, 9, 3, 4, 7",TRUE,0.324324324324324,0.405405405405405,0.27027027027027
"564",564,35,"red",313,0,6,313,4,0.193548387096774,"red","color",4.15328333333333,1,"task",331,212,"blue","task","green",0.5,331,"3","green",3,0.483870967741935,"female",212,"blue",0.32258064516129,0,313,"blue",0.5,"square","22b1",0.5,"green","['circle', 'square', 'solid', 'polka-dotted']",0.3,"22b1-3","red",0.75,11932,3,2,2,"English","Female",NA,26,"Yes",21,11,9,21,"3","2","3, 4, 9, 2, 4, 8, 3, 6, 7",TRUE,0.220183486238532,0.412844036697248,0.36697247706422
"565",565,35,"red",322,1,11,321,2,0.333333333333333,"red","color",4.15328333333333,0,"task",321,322,"blue","task","blue",0.5,323,"0","blue",3,0.333333333333333,"female",321,"green",0.333333333333333,1,323,"green",0.5,"square","331",0.5,"green","['square', 'striped']",0.5,"331-3","red",0.5,18670,0,2,2,"English","Female",NA,26,"Yes",15,6,24,6,"3","2","3, 5, 8, 3, 5, 7, 3, 5, 9",TRUE,0.5,0.25,0.25
"566",566,35,"red",332,1,12,332,3,0.303030303030303,"red","color",4.15328333333333,0,"task",131,332,"blue","task","blue",0.5,131,"1","blue",3,0.303030303030303,"female",333,"green",0.393939393939394,1,333,"green",0.5,"square","321",0.65,"green","['cloud', 'square', 'polka-dotted']",0.5,"321-3","red",0.5,27421,1,2,2,"English","Female",NA,26,"Yes",18,27,7,18,"3","3","3, 6, 8, 3, 6, 9, 1, 6, 7",TRUE,0.5,0.333333333333333,0.166666666666667
"567",567,35,"red",232,1,13,131,4,0.342857142857143,"red","color",4.15328333333333,0,"task",131,232,"blue","task","blue",0.5,223,"2","blue",3,0.285714285714286,"female",131,"green",0.371428571428571,1,223,"green",0.5,"polka-dotted","22b1",0.65,"green","['cloud', 'circle', 'striped', 'polka-dotted']",0.6,"22b1-3","red",0.5,16662,2,2,2,"English","Female",NA,26,"Yes",17,7,23,7,"6","3","2, 6, 8, 1, 6, 7, 2, 5, 9",TRUE,0.631578947368421,0.210526315789474,0.157894736842105
"568",568,35,"red",233,1,14,321,5,0.361111111111111,"red","color",4.15328333333333,0,"task",321,123,"blue","task","blue",0.5,321,"2","blue",3,0.277777777777778,"female",123,"green",0.361111111111111,1,233,"green",0.5,"striped","22b1",0.65,"green","['cloud', 'circle', 'square', 'striped', 'polka-dotted']",0.65,"22b1-2","red",0.5,25152,3,2,2,"English","Female",NA,26,"Yes",26,22,6,6,"5","3","2, 6, 9, 1, 5, 9, 3, 5, 7",TRUE,0.606060606060606,0.303030303030303,0.0909090909090909
"569",569,35,"striped",112,0,19,121,4,0.303030303030303,"polka-dotted","texture",4.15328333333333,0.5,"task",121,112,"solid","task","striped",0.5,121,"3","striped",2,0.303030303030303,"female",113,"solid",0.393939393939394,2,113,"solid",1,"cloud","321",0.65,"polka-dotted","['cloud', 'blue', 'red', 'green']",0.5,"321-2","polka-dotted",0.5,8550,0,2,2,"English","Female",NA,26,"Yes",10,19,4,4,"1","2","1, 4, 8, 1, 4, 9, 1, 5, 7",TRUE,0.142857142857143,0.285714285714286,0.571428571428572
"570",570,35,"striped",233,0,20,123,5,0.294117647058824,"polka-dotted","texture",4.15328333333333,0.5,"task",321,123,"solid","task","striped",0.5,321,"3","striped",2,0.294117647058824,"female",123,"solid",0.411764705882353,2,233,"solid",1,"green","22b1",0.7,"polka-dotted","['cloud', 'circle', 'square', 'blue', 'green']",0.5,"22b1-2","polka-dotted",0.5,25151,1,2,2,"English","Female",NA,26,"Yes",26,22,6,22,"9","2","2, 6, 9, 1, 5, 9, 3, 5, 7",TRUE,0.283018867924528,0.339622641509434,0.377358490566038
"571",571,35,"striped",312,0,21,332,3,0.277777777777778,"polka-dotted","texture",4.15328333333333,0.5,"task",331,312,"solid","task","striped",0.5,331,"3","striped",2,0.333333333333333,"female",332,"solid",0.388888888888889,2,332,"solid",1,"red","322b",0.7,"polka-dotted","['square', 'blue', 'red']",0.5,"322b-2","polka-dotted",0.6,7430,2,2,2,"English","Female",NA,26,"Yes",12,18,9,18,"8","3","3, 4, 8, 3, 6, 8, 3, 6, 7",TRUE,0.142857142857143,0.514285714285714,0.342857142857143
"572",572,35,"striped",223,0,22,223,4,0.27027027027027,"polka-dotted","texture",4.15328333333333,0.5,"task",311,231,"solid","task","striped",0.5,311,"3","striped",2,0.324324324324324,"female",231,"solid",0.405405405405405,2,223,"solid",1,"circle","22b1",0.75,"polka-dotted","['circle', 'square', 'blue', 'green']",0.5,"22b1-3","polka-dotted",0.6,15631,3,2,2,"English","Female",NA,26,"Yes",23,8,3,23,"2","3","2, 5, 9, 2, 6, 7, 3, 4, 7",TRUE,0.135135135135135,0.648648648648649,0.216216216216216
"573",573,35,"circle",233,1,27,131,3,0.393939393939394,"circle","shape",4.15328333333333,0,"task",131,331,"cloud","task","cloud",0.65,131,"2","cloud",1,0.303030303030303,"female",331,"circle",0.303030303030303,3,233,"square",0.5,"blue","321",0.5,"square","['polka-dotted', 'blue', 'green']",0.65,"321-3","square",0.5,23340,0,2,2,"English","Female",NA,26,"Yes",26,9,7,7,"7","3","2, 6, 9, 3, 6, 7, 1, 6, 7",TRUE,0.444444444444444,0.333333333333333,0.222222222222222
"574",574,35,"circle",231,1,28,131,4,0.393939393939394,"circle","shape",4.15328333333333,0,"task",131,231,"cloud","task","cloud",0.65,131,"2","cloud",1,0.303030303030303,"female",223,"circle",0.303030303030303,3,223,"square",0.5,"polka-dotted","22a2b",0.5,"square","['striped', 'polka-dotted', 'blue', 'green']",0.65,"22a2b-2b","square",0.5,15670,1,2,2,"English","Female",NA,26,"Yes",8,23,7,7,"6","2","2, 6, 7, 2, 5, 9, 1, 6, 7",TRUE,0.454545454545455,0.204545454545455,0.340909090909091
"575",575,35,"circle",123,1,29,132,5,0.428571428571429,"circle","shape",4.15328333333333,0,"task",231,132,"cloud","task","cloud",0.65,132,"2","cloud",1,0.285714285714286,"female",231,"circle",0.285714285714286,3,123,"square",0.5,"polka-dotted","22b1",0.5,"square","['striped', 'polka-dotted', 'blue', 'red', 'green']",0.75,"22b1-2","square",0.5,14420,2,2,2,"English","Female",NA,26,"Yes",22,8,16,16,"6","1","1, 5, 9, 2, 6, 7, 1, 6, 8",TRUE,0.4,0.1,0.5
"576",576,35,"circle",231,1,30,131,2,0.5,"circle","shape",4.15328333333333,0,"task",131,231,"cloud","task","cloud",0.65,331,"2","cloud",1,0.25,"female",131,"circle",0.25,3,331,"square",0.5,"blue","331",0.5,"square","['polka-dotted', 'blue']",1,"331-3","square",0.5,830,3,2,2,"English","Female",NA,26,"Yes",8,7,9,7,"7","2","2, 6, 7, 1, 6, 7, 3, 6, 7",TRUE,0.571428571428572,0.0714285714285714,0.357142857142857
"593",593,37,"red",212,0.5,3,212,4,0.324324324324324,"blue","color",8.89031666666667,1,"task",111,311,"blue","task","green",0.85,111,"0","green",3,0.27027027027027,"male",311,"blue",0.405405405405405,0,212,"red",0,"circle","321",0.75,"green","['cloud', 'circle', 'square', 'solid']",0.6,"321-2","red",0.5,1211,0,-1,2,"English","Male",NA,35,"Yes",11,3,1,11,"2","2","2, 4, 8, 3, 4, 7, 1, 4, 7",FALSE,0.333333333333333,0.333333333333333,0.333333333333333
"594",594,37,"red",233,0.5,4,123,4,0.235294117647059,"blue","color",8.89031666666667,1,"task",222,123,"blue","task","green",0.85,222,"2","green",3,0.470588235294118,"male",123,"blue",0.294117647058823,0,233,"red",0,"striped","22b2b",0.5,"green","['cloud', 'circle', 'striped', 'polka-dotted']",0.4,"22b2b-2","red",0.8,25232,1,-1,2,"English","Male",NA,35,"Yes",26,22,14,22,"5","2","2, 6, 9, 1, 5, 9, 2, 5, 8",TRUE,0.517241379310345,0.172413793103448,0.310344827586207
"595",595,37,"red",133,0.5,5,133,4,0.161290322580645,"blue","color",8.89031666666667,1,"task",121,112,"blue","task","green",0.85,121,"2","green",3,0.516129032258065,"male",112,"blue",0.32258064516129,0,133,"red",0,"cloud","311",0.5,"green","['cloud', 'solid', 'striped', 'polka-dotted']",0.25,"311-3","red",0.8,20631,2,-1,2,"English","Male",NA,35,"Yes",25,10,4,25,"1","3","1, 6, 9, 1, 4, 8, 1, 5, 7",TRUE,0.394736842105263,0.131578947368421,0.473684210526316
"596",596,37,"red",221,0.5,6,323,4,0.103448275862069,"blue","color",8.89031666666667,1,"task",221,122,"blue","task","green",0.85,323,"2","green",3,0.551724137931034,"male",122,"blue",0.344827586206897,0,323,"red",0,"striped","311",0.5,"green","['cloud', 'circle', 'square', 'striped']",0.15,"311-3","red",0.8,18411,3,-1,2,"English","Male",NA,35,"Yes",5,13,24,24,"5","3","2, 5, 7, 1, 5, 8, 3, 5, 9",TRUE,0.267857142857143,0.0892857142857143,0.642857142857143
"597",597,37,"circle",321,0.5,11,223,3,0.441176470588235,"cloud","shape",8.89031666666667,0,"task",321,123,"cloud","task","circle",0.9,223,"3","circle",1,0.117647058823529,"male",123,"square",0.441176470588235,1,223,"square",1,"green","321",0.75,"square","['striped', 'blue', 'green']",0.75,"321-3","cloud",0.2,17550,0,-1,2,"English","Male",NA,35,"Yes",6,22,23,23,"9","2","3, 5, 7, 1, 5, 9, 2, 5, 9",TRUE,0.222222222222222,0.444444444444444,0.333333333333333
